,State,Year,Quarter,Registered_Users,App_Opens,District
460,Arunachal Pradesh,2018,3,431,0,lepa rada district
461,Arunachal Pradesh,2018,3,1286,0,lower dibang valley district
462,Arunachal Pradesh,2018,3,644,0,longding district
463,Arunachal Pradesh,2018,3,1652,0,west siang district
464,Arunachal Pradesh,2018,3,65,0,kamle district
465,Arunachal Pradesh,2018,3,646,0,upper siang district
466,Arunachal Pradesh,2018,3,222,0,kurung kumey district
467,Arunachal Pradesh,2018,3,373,0,siang district
468,Arunachal Pradesh,2018,3,190,0,kra daadi district
469,Arunachal Pradesh,2018,3,2889,0,changlang district
470,Arunachal Pradesh,2018,3,103,0,pakke kessang district
471,Arunachal Pradesh,2018,3,3590,0,east siang district
472,Arunachal Pradesh,2018,3,1169,0,upper subansiri district
473,Arunachal Pradesh,2018,3,3112,0,tawang district
474,Arunachal Pradesh,2018,3,1862,0,namsai district
475,Arunachal Pradesh,2018,4,1459,0,lower subansiri district
476,Arunachal Pradesh,2018,4,1684,0,tirap district
477,Arunachal Pradesh,2018,4,21342,0,papum pare district
478,Arunachal Pradesh,2018,4,744,0,anjaw district
479,Arunachal Pradesh,2018,4,936,0,lower siang district
480,Arunachal Pradesh,2018,4,178,0,dibang valley district
481,Arunachal Pradesh,2018,4,6492,0,west kameng district
482,Arunachal Pradesh,2018,4,144,0,shi yomi district
483,Arunachal Pradesh,2018,4,691,0,east kameng district
484,Arunachal Pradesh,2018,4,3588,0,lohit district
485,Arunachal Pradesh,2018,4,548,0,lepa rada district
486,Arunachal Pradesh,2018,4,1827,0,lower dibang valley district
487,Arunachal Pradesh,2018,4,923,0,longding district
488,Arunachal Pradesh,2018,4,2117,0,west siang district
489,Arunachal Pradesh,2018,4,109,0,kamle district
490,Arunachal Pradesh,2018,4,868,0,upper siang district
491,Arunachal Pradesh,2018,4,321,0,kurung kumey district
492,Arunachal Pradesh,2018,4,483,0,siang district
493,Arunachal Pradesh,2018,4,255,0,kra daadi district
494,Arunachal Pradesh,2018,4,4036,0,changlang district
495,Arunachal Pradesh,2018,4,138,0,pakke kessang district
496,Arunachal Pradesh,2018,4,4813,0,east siang district
497,Arunachal Pradesh,2018,4,1576,0,upper subansiri district
498,Arunachal Pradesh,2018,4,4085,0,tawang district
499,Arunachal Pradesh,2018,4,2495,0,namsai district
500,Arunachal Pradesh,2019,1,1879,0,lower subansiri district
501,Arunachal Pradesh,2019,1,2082,0,tirap district
502,Arunachal Pradesh,2019,1,26298,0,papum pare district
503,Arunachal Pradesh,2019,1,934,0,anjaw district
504,Arunachal Pradesh,2019,1,1123,0,lower siang district
505,Arunachal Pradesh,2019,1,211,0,dibang valley district
506,Arunachal Pradesh,2019,1,8115,0,west kameng district
507,Arunachal Pradesh,2019,1,186,0,shi yomi district
508,Arunachal Pradesh,2019,1,876,0,east kameng district
509,Arunachal Pradesh,2019,1,4416,0,lohit district
510,Arunachal Pradesh,2019,1,710,0,lepa rada district
511,Arunachal Pradesh,2019,1,2314,0,lower dibang valley district
512,Arunachal Pradesh,2019,1,1152,0,longding district
513,Arunachal Pradesh,2019,1,2656,0,west siang district
514,Arunachal Pradesh,2019,1,141,0,kamle district
515,Arunachal Pradesh,2019,1,1125,0,upper siang district
516,Arunachal Pradesh,2019,1,385,0,kurung kumey district
517,Arunachal Pradesh,2019,1,651,0,siang district
518,Arunachal Pradesh,2019,1,350,0,kra daadi district
519,Arunachal Pradesh,2019,1,5210,0,changlang district
520,Arunachal Pradesh,2019,1,162,0,pakke kessang district
521,Arunachal Pradesh,2019,1,5899,0,east siang district
522,Arunachal Pradesh,2019,1,1906,0,upper subansiri district
523,Arunachal Pradesh,2019,1,5023,0,tawang district
524,Arunachal Pradesh,2019,1,3153,0,namsai district
525,Arunachal Pradesh,2019,2,2463,11644,lower subansiri district
526,Arunachal Pradesh,2019,2,2697,12779,tirap district
527,Arunachal Pradesh,2019,2,32800,163673,papum pare district
528,Arunachal Pradesh,2019,2,1175,4993,anjaw district
529,Arunachal Pradesh,2019,2,1457,7737,lower siang district
530,Arunachal Pradesh,2019,2,241,258,dibang valley district
531,Arunachal Pradesh,2019,2,9782,73944,west kameng district
532,Arunachal Pradesh,2019,2,225,24,shi yomi district
533,Arunachal Pradesh,2019,2,1075,4146,east kameng district
534,Arunachal Pradesh,2019,2,5485,32550,lohit district
535,Arunachal Pradesh,2019,2,903,4196,lepa rada district
536,Arunachal Pradesh,2019,2,2842,12669,lower dibang valley district
537,Arunachal Pradesh,2019,2,1420,13256,longding district
538,Arunachal Pradesh,2019,2,3393,15972,west siang district
539,Arunachal Pradesh,2019,2,212,972,kamle district
540,Arunachal Pradesh,2019,2,1372,2710,upper siang district
541,Arunachal Pradesh,2019,2,481,2171,kurung kumey district
542,Arunachal Pradesh,2019,2,831,3209,siang district
543,Arunachal Pradesh,2019,2,440,2639,kra daadi district
544,Arunachal Pradesh,2019,2,6884,37725,changlang district
545,Arunachal Pradesh,2019,2,211,1237,pakke kessang district
546,Arunachal Pradesh,2019,2,7319,34596,east siang district
547,Arunachal Pradesh,2019,2,2355,9043,upper subansiri district
548,Arunachal Pradesh,2019,2,5908,32103,tawang district
549,Arunachal Pradesh,2019,2,3914,18627,namsai district
550,Arunachal Pradesh,2019,3,2928,42877,lower subansiri district
551,Arunachal Pradesh,2019,3,3099,49222,tirap district
552,Arunachal Pradesh,2019,3,38845,582435,papum pare district
553,Arunachal Pradesh,2019,3,1358,19509,anjaw district
554,Arunachal Pradesh,2019,3,1689,25736,lower siang district
555,Arunachal Pradesh,2019,3,271,1436,dibang valley district
556,Arunachal Pradesh,2019,3,11186,260068,west kameng district
557,Arunachal Pradesh,2019,3,239,158,shi yomi district
558,Arunachal Pradesh,2019,3,1304,19974,east kameng district
559,Arunachal Pradesh,2019,3,6421,112322,lohit district
560,Arunachal Pradesh,2019,3,1064,13695,lepa rada district
561,Arunachal Pradesh,2019,3,3398,43057,lower dibang valley district
562,Arunachal Pradesh,2019,3,1634,46571,longding district
563,Arunachal Pradesh,2019,3,4101,64241,west siang district
564,Arunachal Pradesh,2019,3,258,3686,kamle district
565,Arunachal Pradesh,2019,3,1486,8960,upper siang district
566,Arunachal Pradesh,2019,3,572,8396,kurung kumey district
567,Arunachal Pradesh,2019,3,948,13437,siang district
568,Arunachal Pradesh,2019,3,524,11363,kra daadi district
569,Arunachal Pradesh,2019,3,8145,139098,changlang district
570,Arunachal Pradesh,2019,3,244,5099,pakke kessang district
571,Arunachal Pradesh,2019,3,8571,118071,east siang district
572,Arunachal Pradesh,2019,3,2748,35114,upper subansiri district
573,Arunachal Pradesh,2019,3,6553,114907,tawang district
574,Arunachal Pradesh,2019,3,4563,72268,namsai district
575,Arunachal Pradesh,2019,4,3564,53396,lower subansiri district
576,Arunachal Pradesh,2019,4,3605,67097,tirap district
577,Arunachal Pradesh,2019,4,44746,670934,papum pare district
578,Arunachal Pradesh,2019,4,1564,23729,anjaw district
579,Arunachal Pradesh,2019,4,1921,28156,lower siang district
580,Arunachal Pradesh,2019,4,289,1738,dibang valley district
581,Arunachal Pradesh,2019,4,12562,313584,west kameng district
582,Arunachal Pradesh,2019,4,266,880,shi yomi district
583,Arunachal Pradesh,2019,4,1623,27850,east kameng district
584,Arunachal Pradesh,2019,4,7386,129353,lohit district
585,Arunachal Pradesh,2019,4,1263,20798,lepa rada district
586,Arunachal Pradesh,2019,4,3944,50034,lower dibang valley district
587,Arunachal Pradesh,2019,4,1847,48945,longding district
588,Arunachal Pradesh,2019,4,4773,70790,west siang district
589,Arunachal Pradesh,2019,4,323,5098,kamle district
590,Arunachal Pradesh,2019,4,1804,26060,upper siang district
591,Arunachal Pradesh,2019,4,653,7904,kurung kumey district
592,Arunachal Pradesh,2019,4,1131,19220,siang district
593,Arunachal Pradesh,2019,4,603,13700,kra daadi district
594,Arunachal Pradesh,2019,4,9662,152680,changlang district
595,Arunachal Pradesh,2019,4,296,5981,pakke kessang district
596,Arunachal Pradesh,2019,4,9859,132534,east siang district
597,Arunachal Pradesh,2019,4,3144,42354,upper subansiri district
598,Arunachal Pradesh,2019,4,7303,139898,tawang district
599,Arunachal Pradesh,2019,4,5190,87627,namsai district
600,Arunachal Pradesh,2020,1,4351,72887,lower subansiri district
601,Arunachal Pradesh,2020,1,4261,76554,tirap district
602,Arunachal Pradesh,2020,1,51342,819599,papum pare district
603,Arunachal Pradesh,2020,1,1747,25453,anjaw district
604,Arunachal Pradesh,2020,1,2201,35216,lower siang district
605,Arunachal Pradesh,2020,1,320,2195,dibang valley district
606,Arunachal Pradesh,2020,1,13983,332479,west kameng district
607,Arunachal Pradesh,2020,1,290,989,shi yomi district
608,Arunachal Pradesh,2020,1,1962,37103,east kameng district
609,Arunachal Pradesh,2020,1,8454,159158,lohit district
610,Arunachal Pradesh,2020,1,1532,28280,lepa rada district
611,Arunachal Pradesh,2020,1,4650,71091,lower dibang valley district
612,Arunachal Pradesh,2020,1,2201,58817,longding district
613,Arunachal Pradesh,2020,1,5757,97255,west siang district
614,Arunachal Pradesh,2020,1,373,7135,kamle district
615,Arunachal Pradesh,2020,1,2143,37600,upper siang district
616,Arunachal Pradesh,2020,1,725,11471,kurung kumey district
617,Arunachal Pradesh,2020,1,1390,24530,siang district
618,Arunachal Pradesh,2020,1,701,16770,kra daadi district
619,Arunachal Pradesh,2020,1,11262,201632,changlang district
620,Arunachal Pradesh,2020,1,371,9758,pakke kessang district
621,Arunachal Pradesh,2020,1,11298,167166,east siang district
622,Arunachal Pradesh,2020,1,3675,56522,upper subansiri district
623,Arunachal Pradesh,2020,1,8048,138728,tawang district
624,Arunachal Pradesh,2020,1,6029,109933,namsai district
625,Arunachal Pradesh,2020,2,5392,108893,lower subansiri district
626,Arunachal Pradesh,2020,2,5239,114770,tirap district
627,Arunachal Pradesh,2020,2,59968,932769,papum pare district
628,Arunachal Pradesh,2020,2,1961,34903,anjaw district
629,Arunachal Pradesh,2020,2,2644,48738,lower siang district
630,Arunachal Pradesh,2020,2,367,4076,dibang valley district
631,Arunachal Pradesh,2020,2,15766,394250,west kameng district
632,Arunachal Pradesh,2020,2,320,1597,shi yomi district
633,Arunachal Pradesh,2020,2,2506,53112,east kameng district
634,Arunachal Pradesh,2020,2,10154,219948,lohit district
635,Arunachal Pradesh,2020,2,1890,38098,lepa rada district
636,Arunachal Pradesh,2020,2,5782,110670,lower dibang valley district
637,Arunachal Pradesh,2020,2,2751,86086,longding district
638,Arunachal Pradesh,2020,2,7239,147515,west siang district
639,Arunachal Pradesh,2020,2,509,11566,kamle district
640,Arunachal Pradesh,2020,2,2552,54123,upper siang district
641,Arunachal Pradesh,2020,2,834,16738,kurung kumey district
642,Arunachal Pradesh,2020,2,1831,40101,siang district
643,Arunachal Pradesh,2020,2,870,25480,kra daadi district
644,Arunachal Pradesh,2020,2,14036,293705,changlang district
645,Arunachal Pradesh,2020,2,438,13500,pakke kessang district
646,Arunachal Pradesh,2020,2,13601,235755,east siang district
647,Arunachal Pradesh,2020,2,4465,80310,upper subansiri district
648,Arunachal Pradesh,2020,2,8993,170812,tawang district
649,Arunachal Pradesh,2020,2,7426,149491,namsai district
650,Arunachal Pradesh,2020,3,6456,117359,lower subansiri district
651,Arunachal Pradesh,2020,3,6119,125437,tirap district
652,Arunachal Pradesh,2020,3,69419,1157730,papum pare district
653,Arunachal Pradesh,2020,3,2226,42320,anjaw district
654,Arunachal Pradesh,2020,3,2983,51520,lower siang district
655,Arunachal Pradesh,2020,3,411,4634,dibang valley district
656,Arunachal Pradesh,2020,3,17636,461190,west kameng district
657,Arunachal Pradesh,2020,3,337,2788,shi yomi district
658,Arunachal Pradesh,2020,3,3169,63062,east kameng district
659,Arunachal Pradesh,2020,3,11755,264444,lohit district
660,Arunachal Pradesh,2020,3,2304,47233,lepa rada district
661,Arunachal Pradesh,2020,3,6799,117752,lower dibang valley district
662,Arunachal Pradesh,2020,3,3277,91330,longding district
663,Arunachal Pradesh,2020,3,8623,158496,west siang district
664,Arunachal Pradesh,2020,3,639,12196,kamle district
665,Arunachal Pradesh,2020,3,3011,59246,upper siang district
666,Arunachal Pradesh,2020,3,1025,18583,kurung kumey district
667,Arunachal Pradesh,2020,3,2225,42723,siang district
668,Arunachal Pradesh,2020,3,1026,29126,kra daadi district
669,Arunachal Pradesh,2020,3,16385,326045,changlang district
670,Arunachal Pradesh,2020,3,508,11721,pakke kessang district
671,Arunachal Pradesh,2020,3,15921,302165,east siang district
672,Arunachal Pradesh,2020,3,5295,106598,upper subansiri district
673,Arunachal Pradesh,2020,3,9944,224583,tawang district
674,Arunachal Pradesh,2020,3,8553,165140,namsai district
675,Arunachal Pradesh,2020,4,7388,124398,lower subansiri district
676,Arunachal Pradesh,2020,4,6805,134124,tirap district
677,Arunachal Pradesh,2020,4,77936,1397025,papum pare district
678,Arunachal Pradesh,2020,4,2485,61121,anjaw district
679,Arunachal Pradesh,2020,4,3320,54476,lower siang district
680,Arunachal Pradesh,2020,4,444,7677,dibang valley district
681,Arunachal Pradesh,2020,4,19464,455337,west kameng district
682,Arunachal Pradesh,2020,4,370,5847,shi yomi district
683,Arunachal Pradesh,2020,4,3638,62876,east kameng district
684,Arunachal Pradesh,2020,4,13126,285992,lohit district
685,Arunachal Pradesh,2020,4,2735,57036,lepa rada district
686,Arunachal Pradesh,2020,4,7693,132469,lower dibang valley district
687,Arunachal Pradesh,2020,4,3753,87881,longding district
688,Arunachal Pradesh,2020,4,9911,180696,west siang district
689,Arunachal Pradesh,2020,4,745,14866,kamle district
690,Arunachal Pradesh,2020,4,3497,80140,upper siang district
691,Arunachal Pradesh,2020,4,1173,21168,kurung kumey district
692,Arunachal Pradesh,2020,4,2635,48090,siang district
693,Arunachal Pradesh,2020,4,1141,27924,kra daadi district
694,Arunachal Pradesh,2020,4,18203,320708,changlang district
695,Arunachal Pradesh,2020,4,593,11458,pakke kessang district
696,Arunachal Pradesh,2020,4,17822,349321,east siang district
697,Arunachal Pradesh,2020,4,6069,125505,upper subansiri district
698,Arunachal Pradesh,2020,4,10909,249095,tawang district
699,Arunachal Pradesh,2020,4,9437,177437,namsai district
700,Arunachal Pradesh,2021,1,8044,136547,lower subansiri district
701,Arunachal Pradesh,2021,1,7376,136247,tirap district
702,Arunachal Pradesh,2021,1,84715,1553363,papum pare district
703,Arunachal Pradesh,2021,1,2660,55283,anjaw district
704,Arunachal Pradesh,2021,1,3594,61226,lower siang district
705,Arunachal Pradesh,2021,1,478,9538,dibang valley district
706,Arunachal Pradesh,2021,1,21027,483047,west kameng district
707,Arunachal Pradesh,2021,1,390,7228,shi yomi district
708,Arunachal Pradesh,2021,1,3990,69455,east kameng district
709,Arunachal Pradesh,2021,1,14231,295880,lohit district
710,Arunachal Pradesh,2021,1,3008,68424,lepa rada district
711,Arunachal Pradesh,2021,1,8402,145425,lower dibang valley district
712,Arunachal Pradesh,2021,1,4117,92482,longding district
713,Arunachal Pradesh,2021,1,10836,191242,west siang district
714,Arunachal Pradesh,2021,1,814,16142,kamle district
715,Arunachal Pradesh,2021,1,3847,87503,upper siang district
716,Arunachal Pradesh,2021,1,1287,25911,kurung kumey district
717,Arunachal Pradesh,2021,1,2878,56271,siang district
718,Arunachal Pradesh,2021,1,1244,30137,kra daadi district
719,Arunachal Pradesh,2021,1,19716,344148,changlang district
720,Arunachal Pradesh,2021,1,647,14995,pakke kessang district
721,Arunachal Pradesh,2021,1,19342,363085,east siang district
722,Arunachal Pradesh,2021,1,6577,122422,upper subansiri district
723,Arunachal Pradesh,2021,1,11778,230123,tawang district
724,Arunachal Pradesh,2021,1,10242,200584,namsai district
725,Arunachal Pradesh,2021,2,8685,444426,lower subansiri district
726,Arunachal Pradesh,2021,2,7955,547430,tirap district
727,Arunachal Pradesh,2021,2,90871,1786163,papum pare district
728,Arunachal Pradesh,2021,2,2866,174807,anjaw district
729,Arunachal Pradesh,2021,2,3872,246789,lower siang district
730,Arunachal Pradesh,2021,2,516,77457,dibang valley district
731,Arunachal Pradesh,2021,2,22625,1490269,west kameng district
732,Arunachal Pradesh,2021,2,430,99619,shi yomi district
733,Arunachal Pradesh,2021,2,4314,221705,east kameng district
734,Arunachal Pradesh,2021,2,15360,1008718,lohit district
735,Arunachal Pradesh,2021,2,3249,228236,lepa rada district
736,Arunachal Pradesh,2021,2,9094,434361,lower dibang valley district
737,Arunachal Pradesh,2021,2,4456,495881,longding district
738,Arunachal Pradesh,2021,2,11657,467127,west siang district
