,State,Year,Quarter,Registered_Users,App_Opens,District
3799,Delhi,2023,1,1333347,3788785,south west district
3800,Delhi,2023,1,1980915,6467886,south east delhi district
3801,Delhi,2023,1,1007880,2584431,shahdara district
3802,Delhi,2023,1,906036,2613986,north east district
3803,Delhi,2023,1,1230290,3461144,east district
3804,Delhi,2023,1,1731494,4475947,north west district
3805,Delhi,2023,1,1416994,4447621,north district
3806,Delhi,2023,2,1209741,4722227,south district
3807,Delhi,2023,2,1690547,6131587,central district
3808,Delhi,2023,2,1682305,5181082,new delhi district
3809,Delhi,2023,2,2546575,7256938,west district
3810,Delhi,2023,2,1383364,3822184,south west district
3811,Delhi,2023,2,2055408,6504770,south east delhi district
3812,Delhi,2023,2,1046614,2559895,shahdara district
3813,Delhi,2023,2,942089,2658909,north east district
3814,Delhi,2023,2,1275831,3522796,east district
3815,Delhi,2023,2,1798636,4612879,north west district
3816,Delhi,2023,2,1471979,4441772,north district
3817,Delhi,2023,3,1254751,4550171,south district
3818,Delhi,2023,3,1754227,5783803,central district
3819,Delhi,2023,3,1744588,4834414,new delhi district
3820,Delhi,2023,3,2641529,7154042,west district
3821,Delhi,2023,3,1435544,3830749,south west district
3822,Delhi,2023,3,2133173,6244678,south east delhi district
3823,Delhi,2023,3,1086372,2419223,shahdara district
3824,Delhi,2023,3,978886,2598489,north east district
3825,Delhi,2023,3,1322844,3448939,east district
3826,Delhi,2023,3,1866671,4522240,north west district
3827,Delhi,2023,3,1528582,4206541,north district
3828,Delhi,2023,4,1296849,48985333,south district
3829,Delhi,2023,4,1815323,79824178,central district
3830,Delhi,2023,4,1803952,62948469,new delhi district
3831,Delhi,2023,4,2732926,105964542,west district
3832,Delhi,2023,4,1484762,49945667,south west district
3833,Delhi,2023,4,2207076,82307831,south east delhi district
3834,Delhi,2023,4,1124343,53424787,shahdara district
3835,Delhi,2023,4,1014509,46191065,north east district
3836,Delhi,2023,4,1367614,50879134,east district
3837,Delhi,2023,4,1933267,83288102,north west district
3838,Delhi,2023,4,1583005,75047516,north district
3839,Delhi,2024,1,1345231,7099061,south district
3840,Delhi,2024,1,1884700,9854622,central district
3841,Delhi,2024,1,1871468,8014093,new delhi district
3842,Delhi,2024,1,2837958,11415594,west district
3843,Delhi,2024,1,1541622,6256241,south west district
3844,Delhi,2024,1,2291746,10307766,south east delhi district
3845,Delhi,2024,1,1167913,4068339,shahdara district
3846,Delhi,2024,1,1054875,4076322,north east district
3847,Delhi,2024,1,1418866,5605313,east district
3848,Delhi,2024,1,2008098,6998272,north west district
3849,Delhi,2024,1,1644670,6607318,north district
3850,Goa,2018,1,57769,0,north goa district
3851,Goa,2018,1,34167,0,south goa district
3852,Goa,2018,2,76192,0,north goa district
3853,Goa,2018,2,45982,0,south goa district
3854,Goa,2018,3,95307,0,north goa district
3855,Goa,2018,3,58495,0,south goa district
3856,Goa,2018,4,121001,0,north goa district
3857,Goa,2018,4,74349,0,south goa district
3858,Goa,2019,1,147802,0,north goa district
3859,Goa,2019,1,90350,0,south goa district
3860,Goa,2019,2,173002,835794,north goa district
3861,Goa,2019,2,105938,516438,south goa district
3862,Goa,2019,3,197361,2920579,north goa district
3863,Goa,2019,3,119833,1833313,south goa district
3864,Goa,2019,4,220385,4020633,north goa district
3865,Goa,2019,4,133161,2269910,south goa district
3866,Goa,2020,1,244309,4665113,north goa district
3867,Goa,2020,1,147591,2482120,south goa district
3868,Goa,2020,2,267533,3107692,north goa district
3869,Goa,2020,2,163106,2202434,south goa district
3870,Goa,2020,3,294195,3452539,north goa district
3871,Goa,2020,3,180767,2677227,south goa district
3872,Goa,2020,4,326479,6920554,north goa district
3873,Goa,2020,4,201105,4070564,south goa district
3874,Goa,2021,1,352593,10384042,north goa district
3875,Goa,2021,1,217442,5083630,south goa district
3876,Goa,2021,2,376703,6869935,north goa district
3877,Goa,2021,2,232403,5840426,south goa district
3878,Goa,2021,3,403952,8991751,north goa district
3879,Goa,2021,3,249506,7583360,south goa district
3880,Goa,2021,4,430814,18057835,north goa district
3881,Goa,2021,4,266364,10230419,south goa district
3882,Goa,2022,1,456250,9699093,north goa district
3883,Goa,2022,1,282378,8979705,south goa district
3884,Goa,2022,2,480353,9824694,north goa district
3885,Goa,2022,2,297426,9237463,south goa district
3886,Goa,2022,3,504946,9634393,north goa district
3887,Goa,2022,3,312884,10078371,south goa district
3888,Goa,2022,4,527826,26805263,north goa district
3889,Goa,2022,4,327376,16199949,south goa district
3890,Goa,2023,1,550554,11867919,north goa district
3891,Goa,2023,1,341631,10962012,south goa district
3892,Goa,2023,2,571111,9966416,north goa district
3893,Goa,2023,2,354909,10253228,south goa district
3894,Goa,2023,3,593176,12566389,north goa district
3895,Goa,2023,3,368655,11451325,south goa district
3896,Goa,2023,4,613836,41802647,north goa district
3897,Goa,2023,4,382087,23066256,south goa district
3898,Goa,2024,1,637677,15295964,north goa district
3899,Goa,2024,1,397373,15872352,south goa district
3900,Gujarat,2018,1,68052,0,anand district
3901,Gujarat,2018,1,52416,0,jamnagar district
3902,Gujarat,2018,1,15809,0,devbhumi dwarka district
3903,Gujarat,2018,1,133017,0,rajkot district
3904,Gujarat,2018,1,21932,0,aravallis district
3905,Gujarat,2018,1,6581,0,chhotaudepur district
3906,Gujarat,2018,1,23738,0,botad district
3907,Gujarat,2018,1,101575,0,bharuch district
3908,Gujarat,2018,1,87683,0,bhavnagar district
3909,Gujarat,2018,1,35171,0,junagadh district
3910,Gujarat,2018,1,97004,0,mahesana district
3911,Gujarat,2018,1,2285,0,the dangs district
3912,Gujarat,2018,1,43776,0,kheda district
3913,Gujarat,2018,1,489852,0,surat district
3914,Gujarat,2018,1,12401,0,porbandar district
3915,Gujarat,2018,1,118201,0,gandhinagar district
3916,Gujarat,2018,1,32263,0,panch mahals district
3917,Gujarat,2018,1,6464,0,narmada district
3918,Gujarat,2018,1,28292,0,gir somnath district
3919,Gujarat,2018,1,80138,0,valsad district
3920,Gujarat,2018,1,11048,0,mahisagar district
3921,Gujarat,2018,1,45018,0,sabar kantha district
3922,Gujarat,2018,1,14231,0,tapi district
3923,Gujarat,2018,1,205722,0,vadodara district
3924,Gujarat,2018,1,93506,0,banas kantha district
3925,Gujarat,2018,1,31443,0,amreli district
3926,Gujarat,2018,1,572811,0,ahmadabad district
3927,Gujarat,2018,1,16212,0,dohad district
3928,Gujarat,2018,1,35437,0,navsari district
3929,Gujarat,2018,1,41580,0,patan district
3930,Gujarat,2018,1,97838,0,kachchh district
3931,Gujarat,2018,1,38223,0,surendranagar district
3932,Gujarat,2018,1,30329,0,morbi district
3933,Gujarat,2018,2,90911,0,anand district
3934,Gujarat,2018,2,68512,0,jamnagar district
3935,Gujarat,2018,2,20804,0,devbhumi dwarka district
3936,Gujarat,2018,2,174778,0,rajkot district
3937,Gujarat,2018,2,29047,0,aravallis district
3938,Gujarat,2018,2,9053,0,chhotaudepur district
3939,Gujarat,2018,2,32883,0,botad district
3940,Gujarat,2018,2,134500,0,bharuch district
3941,Gujarat,2018,2,115812,0,bhavnagar district
3942,Gujarat,2018,2,46665,0,junagadh district
3943,Gujarat,2018,2,127614,0,mahesana district
3944,Gujarat,2018,2,3047,0,the dangs district
3945,Gujarat,2018,2,60097,0,kheda district
3946,Gujarat,2018,2,652372,0,surat district
3947,Gujarat,2018,2,16137,0,porbandar district
3948,Gujarat,2018,2,155539,0,gandhinagar district
3949,Gujarat,2018,2,42575,0,panch mahals district
3950,Gujarat,2018,2,8940,0,narmada district
3951,Gujarat,2018,2,37769,0,gir somnath district
3952,Gujarat,2018,2,107556,0,valsad district
3953,Gujarat,2018,2,15010,0,mahisagar district
3954,Gujarat,2018,2,59955,0,sabar kantha district
3955,Gujarat,2018,2,19255,0,tapi district
3956,Gujarat,2018,2,271730,0,vadodara district
3957,Gujarat,2018,2,125849,0,banas kantha district
3958,Gujarat,2018,2,42021,0,amreli district
3959,Gujarat,2018,2,751746,0,ahmadabad district
3960,Gujarat,2018,2,21983,0,dohad district
3961,Gujarat,2018,2,47911,0,navsari district
3962,Gujarat,2018,2,55482,0,patan district
3963,Gujarat,2018,2,128064,0,kachchh district
3964,Gujarat,2018,2,51527,0,surendranagar district
3965,Gujarat,2018,2,40681,0,morbi district
3966,Gujarat,2018,3,116188,0,anand district
3967,Gujarat,2018,3,84886,0,jamnagar district
3968,Gujarat,2018,3,26394,0,devbhumi dwarka district
3969,Gujarat,2018,3,215459,0,rajkot district
3970,Gujarat,2018,3,37199,0,aravallis district
3971,Gujarat,2018,3,12302,0,chhotaudepur district
3972,Gujarat,2018,3,40559,0,botad district
3973,Gujarat,2018,3,169322,0,bharuch district
3974,Gujarat,2018,3,141243,0,bhavnagar district
3975,Gujarat,2018,3,57716,0,junagadh district
3976,Gujarat,2018,3,157274,0,mahesana district
3977,Gujarat,2018,3,4052,0,the dangs district
3978,Gujarat,2018,3,80213,0,kheda district
3979,Gujarat,2018,3,808005,0,surat district
3980,Gujarat,2018,3,19921,0,porbandar district
3981,Gujarat,2018,3,190882,0,gandhinagar district
3982,Gujarat,2018,3,53825,0,panch mahals district
3983,Gujarat,2018,3,11957,0,narmada district
3984,Gujarat,2018,3,47541,0,gir somnath district
3985,Gujarat,2018,3,136470,0,valsad district
3986,Gujarat,2018,3,19564,0,mahisagar district
3987,Gujarat,2018,3,74642,0,sabar kantha district
3988,Gujarat,2018,3,25095,0,tapi district
3989,Gujarat,2018,3,335125,0,vadodara district
3990,Gujarat,2018,3,159591,0,banas kantha district
3991,Gujarat,2018,3,53845,0,amreli district
3992,Gujarat,2018,3,919252,0,ahmadabad district
3993,Gujarat,2018,3,28857,0,dohad district
3994,Gujarat,2018,3,60676,0,navsari district
3995,Gujarat,2018,3,68979,0,patan district
3996,Gujarat,2018,3,158762,0,kachchh district
3997,Gujarat,2018,3,65325,0,surendranagar district
3998,Gujarat,2018,3,52062,0,morbi district
3999,Gujarat,2018,4,146258,0,anand district
4000,Gujarat,2018,4,103876,0,jamnagar district
4001,Gujarat,2018,4,32660,0,devbhumi dwarka district
4002,Gujarat,2018,4,260602,0,rajkot district
4003,Gujarat,2018,4,46665,0,aravallis district
4004,Gujarat,2018,4,16321,0,chhotaudepur district
4005,Gujarat,2018,4,49066,0,botad district
4006,Gujarat,2018,4,211843,0,bharuch district
4007,Gujarat,2018,4,173699,0,bhavnagar district
4008,Gujarat,2018,4,70174,0,junagadh district
4009,Gujarat,2018,4,192493,0,mahesana district
4010,Gujarat,2018,4,5165,0,the dangs district
4011,Gujarat,2018,4,103292,0,kheda district
4012,Gujarat,2018,4,998807,0,surat district
4013,Gujarat,2018,4,24373,0,porbandar district
4014,Gujarat,2018,4,242368,0,gandhinagar district
4015,Gujarat,2018,4,68139,0,panch mahals district
4016,Gujarat,2018,4,15550,0,narmada district
4017,Gujarat,2018,4,58991,0,gir somnath district
4018,Gujarat,2018,4,172711,0,valsad district
4019,Gujarat,2018,4,25483,0,mahisagar district
4020,Gujarat,2018,4,91898,0,sabar kantha district
4021,Gujarat,2018,4,31929,0,tapi district
4022,Gujarat,2018,4,421895,0,vadodara district
4023,Gujarat,2018,4,197774,0,banas kantha district
4024,Gujarat,2018,4,67020,0,amreli district
4025,Gujarat,2018,4,1212636,0,ahmadabad district
4026,Gujarat,2018,4,36773,0,dohad district
4027,Gujarat,2018,4,75930,0,navsari district
4028,Gujarat,2018,4,84408,0,patan district
4029,Gujarat,2018,4,195295,0,kachchh district
4030,Gujarat,2018,4,80167,0,surendranagar district
4031,Gujarat,2018,4,64779,0,morbi district
4032,Gujarat,2019,1,175515,0,anand district
4033,Gujarat,2019,1,121494,0,jamnagar district
4034,Gujarat,2019,1,38898,0,devbhumi dwarka district
4035,Gujarat,2019,1,304415,0,rajkot district
4036,Gujarat,2019,1,56005,0,aravallis district
4037,Gujarat,2019,1,20287,0,chhotaudepur district
4038,Gujarat,2019,1,58126,0,botad district
4039,Gujarat,2019,1,252826,0,bharuch district
4040,Gujarat,2019,1,203617,0,bhavnagar district
4041,Gujarat,2019,1,82263,0,junagadh district
4042,Gujarat,2019,1,230403,0,mahesana district
4043,Gujarat,2019,1,6307,0,the dangs district
4044,Gujarat,2019,1,124598,0,kheda district
4045,Gujarat,2019,1,1180819,0,surat district
4046,Gujarat,2019,1,28860,0,porbandar district
4047,Gujarat,2019,1,291858,0,gandhinagar district
4048,Gujarat,2019,1,81863,0,panch mahals district
4049,Gujarat,2019,1,19105,0,narmada district
4050,Gujarat,2019,1,69872,0,gir somnath district
4051,Gujarat,2019,1,209477,0,valsad district
4052,Gujarat,2019,1,31147,0,mahisagar district
4053,Gujarat,2019,1,109651,0,sabar kantha district
4054,Gujarat,2019,1,39195,0,tapi district
4055,Gujarat,2019,1,502520,0,vadodara district
4056,Gujarat,2019,1,239613,0,banas kantha district
4057,Gujarat,2019,1,79690,0,amreli district
4058,Gujarat,2019,1,1450100,0,ahmadabad district
4059,Gujarat,2019,1,45141,0,dohad district
4060,Gujarat,2019,1,91812,0,navsari district
4061,Gujarat,2019,1,101323,0,patan district
4062,Gujarat,2019,1,231871,0,kachchh district
4063,Gujarat,2019,1,95904,0,surendranagar district
4064,Gujarat,2019,1,77961,0,morbi district
4065,Gujarat,2019,2,200007,829604,anand district
4066,Gujarat,2019,2,138108,548729,jamnagar district
4067,Gujarat,2019,2,44975,154760,devbhumi dwarka district
4068,Gujarat,2019,2,345178,1070493,rajkot district
4069,Gujarat,2019,2,64792,271675,aravallis district
4070,Gujarat,2019,2,23917,92854,chhotaudepur district
4071,Gujarat,2019,2,65918,257831,botad district
4072,Gujarat,2019,2,284296,1318343,bharuch district
4073,Gujarat,2019,2,230394,860365,bhavnagar district
4074,Gujarat,2019,2,94221,271227,junagadh district
4075,Gujarat,2019,2,259949,1242721,mahesana district
4076,Gujarat,2019,2,7532,37591,the dangs district
4077,Gujarat,2019,2,144091,600534,kheda district
4078,Gujarat,2019,2,1338584,5960403,surat district
4079,Gujarat,2019,2,33374,100742,porbandar district
4080,Gujarat,2019,2,333056,1907551,gandhinagar district
4081,Gujarat,2019,2,92621,385797,panch mahals district
4082,Gujarat,2019,2,22503,101020,narmada district
4083,Gujarat,2019,2,79786,253664,gir somnath district
4084,Gujarat,2019,2,238764,1111437,valsad district
4085,Gujarat,2019,2,36155,138423,mahisagar district
4086,Gujarat,2019,2,123754,534999,sabar kantha district
4087,Gujarat,2019,2,45441,189646,tapi district
4088,Gujarat,2019,2,572031,2539174,vadodara district
4089,Gujarat,2019,2,271379,1204053,banas kantha district
4090,Gujarat,2019,2,91819,339203,amreli district
4091,Gujarat,2019,2,1656341,9405838,ahmadabad district
4092,Gujarat,2019,2,52197,204285,dohad district
4093,Gujarat,2019,2,106244,417352,navsari district
4094,Gujarat,2019,2,115299,552351,patan district
4095,Gujarat,2019,2,261458,1230320,kachchh district
4096,Gujarat,2019,2,110431,409241,surendranagar district
4097,Gujarat,2019,2,90030,348075,morbi district
4098,Gujarat,2019,3,226293,3576103,anand district
4099,Gujarat,2019,3,154042,1899038,jamnagar district
4100,Gujarat,2019,3,49534,509421,devbhumi dwarka district
4101,Gujarat,2019,3,384852,3993364,rajkot district
4102,Gujarat,2019,3,73003,1020958,aravallis district
4103,Gujarat,2019,3,27128,329896,chhotaudepur district
4104,Gujarat,2019,3,72181,991985,botad district
4105,Gujarat,2019,3,315856,4792841,bharuch district
4106,Gujarat,2019,3,255608,3293381,bhavnagar district
4107,Gujarat,2019,3,104847,969001,junagadh district
4108,Gujarat,2019,3,286652,4457337,mahesana district
4109,Gujarat,2019,3,8306,116253,the dangs district
4110,Gujarat,2019,3,162956,2432770,kheda district
4111,Gujarat,2019,3,1481391,21408636,surat district
4112,Gujarat,2019,3,36834,330737,porbandar district
4113,Gujarat,2019,3,372464,7433206,gandhinagar district
4114,Gujarat,2019,3,102546,1338850,panch mahals district
4115,Gujarat,2019,3,25267,363436,narmada district
4116,Gujarat,2019,3,88366,860095,gir somnath district
4117,Gujarat,2019,3,266134,3902867,valsad district
4118,Gujarat,2019,3,40679,466958,mahisagar district
4119,Gujarat,2019,3,138237,2021301,sabar kantha district
4120,Gujarat,2019,3,51028,646547,tapi district
4121,Gujarat,2019,3,637678,9548665,vadodara district
4122,Gujarat,2019,3,301373,4487309,banas kantha district
4123,Gujarat,2019,3,101453,1176949,amreli district
4124,Gujarat,2019,3,1848860,35854721,ahmadabad district
4125,Gujarat,2019,3,59460,737968,dohad district
4126,Gujarat,2019,3,118324,1417853,navsari district
4127,Gujarat,2019,3,128573,2225161,patan district
4128,Gujarat,2019,3,285519,4167209,kachchh district
4129,Gujarat,2019,3,122518,1455000,surendranagar district
4130,Gujarat,2019,3,101337,1215668,morbi district
4131,Gujarat,2019,4,252401,3905511,anand district
4132,Gujarat,2019,4,171337,2227178,jamnagar district
4133,Gujarat,2019,4,55209,621177,devbhumi dwarka district
4134,Gujarat,2019,4,426178,4545689,rajkot district
4135,Gujarat,2019,4,83136,1295090,aravallis district
4136,Gujarat,2019,4,31338,429297,chhotaudepur district
4137,Gujarat,2019,4,80499,1181335,botad district
4138,Gujarat,2019,4,350619,5971371,bharuch district
4139,Gujarat,2019,4,286520,4080547,bhavnagar district
4140,Gujarat,2019,4,117357,1216157,junagadh district
4141,Gujarat,2019,4,316985,5363608,mahesana district
4142,Gujarat,2019,4,9594,151581,the dangs district
4143,Gujarat,2019,4,182669,2664051,kheda district
4144,Gujarat,2019,4,1624077,23613804,surat district
4145,Gujarat,2019,4,40962,385502,porbandar district
4146,Gujarat,2019,4,408526,8201437,gandhinagar district
4147,Gujarat,2019,4,115707,1726942,panch mahals district
4148,Gujarat,2019,4,28910,492480,narmada district
4149,Gujarat,2019,4,98982,1160727,gir somnath district
4150,Gujarat,2019,4,296977,4849239,valsad district
4151,Gujarat,2019,4,47237,629528,mahisagar district
4152,Gujarat,2019,4,155618,2589322,sabar kantha district
4153,Gujarat,2019,4,58115,863661,tapi district
4154,Gujarat,2019,4,700817,11292180,vadodara district
4155,Gujarat,2019,4,339582,5546860,banas kantha district
4156,Gujarat,2019,4,114242,1576597,amreli district
4157,Gujarat,2019,4,2015947,37991904,ahmadabad district
4158,Gujarat,2019,4,69618,957179,dohad district
4159,Gujarat,2019,4,131460,1723534,navsari district
4160,Gujarat,2019,4,144779,2497573,patan district
4161,Gujarat,2019,4,314732,4871076,kachchh district
4162,Gujarat,2019,4,138218,1846653,surendranagar district
4163,Gujarat,2019,4,115451,1504967,morbi district
4164,Gujarat,2020,1,277835,4127652,anand district
4165,Gujarat,2020,1,188224,2298804,jamnagar district
4166,Gujarat,2020,1,61293,730723,devbhumi dwarka district
4167,Gujarat,2020,1,469636,5039899,rajkot district
4168,Gujarat,2020,1,94716,1602742,aravallis district
4169,Gujarat,2020,1,36116,529547,chhotaudepur district
4170,Gujarat,2020,1,88241,1198952,botad district
4171,Gujarat,2020,1,384819,6765391,bharuch district
4172,Gujarat,2020,1,315412,4262838,bhavnagar district
4173,Gujarat,2020,1,130231,1358193,junagadh district
4174,Gujarat,2020,1,349897,6028256,mahesana district
4175,Gujarat,2020,1,10877,181854,the dangs district
4176,Gujarat,2020,1,204548,3047323,kheda district
4177,Gujarat,2020,1,1772703,27362139,surat district
4178,Gujarat,2020,1,45383,444447,porbandar district
4179,Gujarat,2020,1,445290,8879457,gandhinagar district
4180,Gujarat,2020,1,129831,1963840,panch mahals district
4181,Gujarat,2020,1,33074,595463,narmada district
4182,Gujarat,2020,1,110211,1337958,gir somnath district
4183,Gujarat,2020,1,330053,5604622,valsad district
4184,Gujarat,2020,1,54880,782289,mahisagar district
4185,Gujarat,2020,1,174426,3030789,sabar kantha district
4186,Gujarat,2020,1,65634,1036092,tapi district
4187,Gujarat,2020,1,763969,12483845,vadodara district
4188,Gujarat,2020,1,386212,7051669,banas kantha district
4189,Gujarat,2020,1,126423,1611436,amreli district
4190,Gujarat,2020,1,2185983,40521157,ahmadabad district
4191,Gujarat,2020,1,81529,1236284,dohad district
4192,Gujarat,2020,1,146018,1993140,navsari district
4193,Gujarat,2020,1,164027,2890050,patan district
4194,Gujarat,2020,1,347270,5714637,kachchh district
4195,Gujarat,2020,1,154610,2101503,surendranagar district
4196,Gujarat,2020,1,130472,1792131,morbi district
4197,Gujarat,2020,2,307408,3806180,anand district
4198,Gujarat,2020,2,208647,2264637,jamnagar district
4199,Gujarat,2020,2,69591,833260,devbhumi dwarka district
4200,Gujarat,2020,2,522650,4850731,rajkot district
4201,Gujarat,2020,2,109491,2026596,aravallis district
4202,Gujarat,2020,2,43696,767414,chhotaudepur district
4203,Gujarat,2020,2,100129,1724159,botad district
4204,Gujarat,2020,2,423017,6655417,bharuch district
4205,Gujarat,2020,2,354301,5050744,bhavnagar district
4206,Gujarat,2020,2,147012,1678274,junagadh district
4207,Gujarat,2020,2,389562,6476731,mahesana district
4208,Gujarat,2020,2,12754,242151,the dangs district
4209,Gujarat,2020,2,232123,3424229,kheda district
4210,Gujarat,2020,2,1935894,21659619,surat district
4211,Gujarat,2020,2,50733,518063,porbandar district
4212,Gujarat,2020,2,488351,7343038,gandhinagar district
4213,Gujarat,2020,2,148675,2136842,panch mahals district
4214,Gujarat,2020,2,39531,762775,narmada district
4215,Gujarat,2020,2,125777,1902233,gir somnath district
4216,Gujarat,2020,2,372771,5991227,valsad district
4217,Gujarat,2020,2,64428,1138847,mahisagar district
4218,Gujarat,2020,2,196035,3368537,sabar kantha district
4219,Gujarat,2020,2,76018,1298227,tapi district
4220,Gujarat,2020,2,830759,10076172,vadodara district
4221,Gujarat,2020,2,446603,8305317,banas kantha district
4222,Gujarat,2020,2,145486,2447389,amreli district
4223,Gujarat,2020,2,2384154,31306891,ahmadabad district
4224,Gujarat,2020,2,102250,1808011,dohad district
4225,Gujarat,2020,2,166398,2282454,navsari district
4226,Gujarat,2020,2,185703,3289294,patan district
4227,Gujarat,2020,2,385480,5599740,kachchh district
4228,Gujarat,2020,2,176758,2588128,surendranagar district
4229,Gujarat,2020,2,150472,1641032,morbi district
4230,Gujarat,2020,3,336799,4331672,anand district
4231,Gujarat,2020,3,227798,2485735,jamnagar district
4232,Gujarat,2020,3,76991,860629,devbhumi dwarka district
4233,Gujarat,2020,3,573062,5528685,rajkot district
4234,Gujarat,2020,3,122687,2133497,aravallis district
4235,Gujarat,2020,3,49929,741433,chhotaudepur district
4236,Gujarat,2020,3,109438,1607234,botad district
4237,Gujarat,2020,3,462292,8024617,bharuch district
4238,Gujarat,2020,3,387781,5290196,bhavnagar district
4239,Gujarat,2020,3,163177,1718468,junagadh district
4240,Gujarat,2020,3,427950,7432916,mahesana district
4241,Gujarat,2020,3,14501,254123,the dangs district
4242,Gujarat,2020,3,256968,3629599,kheda district
4243,Gujarat,2020,3,2092712,23450291,surat district
4244,Gujarat,2020,3,56130,556557,porbandar district
4245,Gujarat,2020,3,529771,9721563,gandhinagar district
4246,Gujarat,2020,3,165251,2379253,panch mahals district
4247,Gujarat,2020,3,44654,787689,narmada district
4248,Gujarat,2020,3,139141,1786233,gir somnath district
4249,Gujarat,2020,3,410740,6542204,valsad district
4250,Gujarat,2020,3,73191,1039369,mahisagar district
4251,Gujarat,2020,3,218309,4022650,sabar kantha district
4252,Gujarat,2020,3,84921,1370436,tapi district
4253,Gujarat,2020,3,901492,13501217,vadodara district
4254,Gujarat,2020,3,501471,9413818,banas kantha district
4255,Gujarat,2020,3,161288,2326604,amreli district
4256,Gujarat,2020,3,2580178,43984650,ahmadabad district
4257,Gujarat,2020,3,118431,1832118,dohad district
4258,Gujarat,2020,3,183779,2416323,navsari district
4259,Gujarat,2020,3,206708,3658324,patan district
4260,Gujarat,2020,3,423729,6675502,kachchh district
4261,Gujarat,2020,3,197594,2754011,surendranagar district
4262,Gujarat,2020,3,168984,2144856,morbi district
4263,Gujarat,2020,4,367561,5362999,anand district
4264,Gujarat,2020,4,248187,2953949,jamnagar district
4265,Gujarat,2020,4,84750,1018943,devbhumi dwarka district
4266,Gujarat,2020,4,627654,6696956,rajkot district
4267,Gujarat,2020,4,135616,2560222,aravallis district
4268,Gujarat,2020,4,56282,902789,chhotaudepur district
4269,Gujarat,2020,4,117629,1521917,botad district
4270,Gujarat,2020,4,508005,10786740,bharuch district
4271,Gujarat,2020,4,419697,5661522,bhavnagar district
4272,Gujarat,2020,4,178595,1940195,junagadh district
4273,Gujarat,2020,4,464932,8801141,mahesana district
4274,Gujarat,2020,4,16317,322911,the dangs district
4275,Gujarat,2020,4,282429,4361153,kheda district
4276,Gujarat,2020,4,2278232,34575532,surat district
4277,Gujarat,2020,4,62166,676620,porbandar district
4278,Gujarat,2020,4,572461,11718890,gandhinagar district
4279,Gujarat,2020,4,182696,2927538,panch mahals district
4280,Gujarat,2020,4,50130,992643,narmada district
4281,Gujarat,2020,4,152104,1987260,gir somnath district
4282,Gujarat,2020,4,452628,8644503,valsad district
4283,Gujarat,2020,4,81588,1232668,mahisagar district
4284,Gujarat,2020,4,240357,4888877,sabar kantha district
4285,Gujarat,2020,4,94476,1765259,tapi district
4286,Gujarat,2020,4,980658,17540053,vadodara district
4287,Gujarat,2020,4,551645,10634353,banas kantha district
4288,Gujarat,2020,4,176011,2282316,amreli district
4289,Gujarat,2020,4,2787991,54175819,ahmadabad district
4290,Gujarat,2020,4,132954,2063724,dohad district
4291,Gujarat,2020,4,201412,3007453,navsari district
4292,Gujarat,2020,4,227441,4369785,patan district
4293,Gujarat,2020,4,466855,8257809,kachchh district
4294,Gujarat,2020,4,216954,3173754,surendranagar district
4295,Gujarat,2020,4,188790,2691060,morbi district
4296,Gujarat,2021,1,395164,5855859,anand district
4297,Gujarat,2021,1,267315,3413685,jamnagar district
4298,Gujarat,2021,1,91653,1125352,devbhumi dwarka district
4299,Gujarat,2021,1,677301,7803138,rajkot district
4300,Gujarat,2021,1,146811,2774336,aravallis district
4301,Gujarat,2021,1,61097,970270,chhotaudepur district
4302,Gujarat,2021,1,126302,1642524,botad district
4303,Gujarat,2021,1,548541,12399575,bharuch district
4304,Gujarat,2021,1,450462,5750612,bhavnagar district
4305,Gujarat,2021,1,192500,2001820,junagadh district
4306,Gujarat,2021,1,500511,9595361,mahesana district
4307,Gujarat,2021,1,17658,350858,the dangs district
4308,Gujarat,2021,1,304909,4828751,kheda district
4309,Gujarat,2021,1,2458596,41476549,surat district
4310,Gujarat,2021,1,67063,725183,porbandar district
4311,Gujarat,2021,1,615315,13654781,gandhinagar district
4312,Gujarat,2021,1,197602,3236700,panch mahals district
4313,Gujarat,2021,1,54427,1070694,narmada district
4314,Gujarat,2021,1,163763,2007742,gir somnath district
4315,Gujarat,2021,1,489062,10057529,valsad district
4316,Gujarat,2021,1,88343,1262035,mahisagar district
4317,Gujarat,2021,1,259578,5343748,sabar kantha district
4318,Gujarat,2021,1,102144,1963282,tapi district
4319,Gujarat,2021,1,1053954,20042908,vadodara district
4320,Gujarat,2021,1,598384,12443664,banas kantha district
4321,Gujarat,2021,1,189252,2198433,amreli district
4322,Gujarat,2021,1,2999575,63813424,ahmadabad district
4323,Gujarat,2021,1,144445,2338472,dohad district
4324,Gujarat,2021,1,216841,3189672,navsari district
4325,Gujarat,2021,1,246083,4877445,patan district
4326,Gujarat,2021,1,505517,9800171,kachchh district
4327,Gujarat,2021,1,234429,3456434,surendranagar district
4328,Gujarat,2021,1,205529,3261867,morbi district
4329,Gujarat,2021,2,422965,5154924,anand district
4330,Gujarat,2021,2,287113,5057707,jamnagar district
4331,Gujarat,2021,2,98957,3134118,devbhumi dwarka district
4332,Gujarat,2021,2,726817,9593985,rajkot district
4333,Gujarat,2021,2,158083,5332899,aravallis district
4334,Gujarat,2021,2,66155,3188155,chhotaudepur district
4335,Gujarat,2021,2,135845,3457428,botad district
4336,Gujarat,2021,2,588777,12729351,bharuch district
