,State,Year,Quater,District,Transaction_Count,Transaction_Amount
4036,Maharashtra,2023,4,solapur,113841137,169065426325.0
4037,Maharashtra,2023,4,ahmednagar,111100461,170720443844.0
4038,Maharashtra,2023,4,raigad,68647056,73428232667.0
4039,Maharashtra,2023,4,mumbai,64843921,77317355777.0
4040,Maharashtra,2024,1,pune,733071386,673821354148.0
4041,Maharashtra,2024,1,thane,202824955,215591541310.0
4042,Maharashtra,2024,1,nashik,181839029,240375082446.0
4043,Maharashtra,2024,1,mumbai suburban,169180881,179594285523.0
4044,Maharashtra,2024,1,aurangabad,152755419,181384155116.0
4045,Maharashtra,2024,1,nagpur,131824873,166124581502.0
4046,Maharashtra,2024,1,solapur,127991531,186810705530.0
4047,Maharashtra,2024,1,ahmednagar,126557856,188324218977.0
4048,Maharashtra,2024,1,raigad,73173175,76906252628.0
4049,Maharashtra,2024,1,mumbai,69196322,80735270673.0
4050,Manipur,2018,1,imphal west,29863,46026262.666274294
4051,Manipur,2018,1,imphal east,21960,26028937.81002756
4052,Manipur,2018,1,thoubal,8288,8366772.887529282
4053,Manipur,2018,1,bishnupur,7005,11341627.667845085
4054,Manipur,2018,1,kangpokpi,4187,12129421.383849183
4055,Manipur,2018,1,churachandpur,4081,11708258.721273843
4056,Manipur,2018,1,kakching,1622,1924584.2384454876
4057,Manipur,2018,1,ukhrul,1399,1647288.6651835062
4058,Manipur,2018,1,jiribam,1305,3564799.4519929583
4059,Manipur,2018,1,tamenglong,1007,1709209.2458958817
4060,Manipur,2018,2,imphal west,46604,84363001.78828333
4061,Manipur,2018,2,imphal east,42065,54561898.745482706
4062,Manipur,2018,2,thoubal,20689,17968719.216563758
4063,Manipur,2018,2,bishnupur,11338,19352100.53894212
4064,Manipur,2018,2,churachandpur,7110,18055703.270787828
4065,Manipur,2018,2,kangpokpi,6741,20315625.916537788
4066,Manipur,2018,2,kakching,3879,6411513.6565497685
4067,Manipur,2018,2,ukhrul,2800,6394470.819340965
4068,Manipur,2018,2,jiribam,2710,6467614.407545684
4069,Manipur,2018,2,tengnoupal,2080,6077962.2428630125
4070,Manipur,2018,3,imphal east,60511,89605715.78431109
4071,Manipur,2018,3,imphal west,53577,121033722.07207742
4072,Manipur,2018,3,thoubal,19399,34092748.237245426
4073,Manipur,2018,3,bishnupur,13649,24368236.711014666
4074,Manipur,2018,3,kangpokpi,9151,27937402.09243063
4075,Manipur,2018,3,churachandpur,8671,27468832.41328971
4076,Manipur,2018,3,kakching,4590,9968419.417644013
4077,Manipur,2018,3,jiribam,3959,6601625.253335206
4078,Manipur,2018,3,ukhrul,3600,9802720.723219434
4079,Manipur,2018,3,tengnoupal,3282,13385091.180977922
4080,Manipur,2018,4,imphal west,71845,181598328.1568606
4081,Manipur,2018,4,imphal east,54610,129176222.41262636
4082,Manipur,2018,4,thoubal,24817,52899731.29086943
4083,Manipur,2018,4,bishnupur,19048,37263259.12396773
4084,Manipur,2018,4,churachandpur,14801,54503246.75234864
4085,Manipur,2018,4,kangpokpi,13325,42081524.606101125
4086,Manipur,2018,4,kakching,6508,13429124.00454451
4087,Manipur,2018,4,jiribam,5444,13414981.155959103
4088,Manipur,2018,4,tengnoupal,5426,22155446.62844094
4089,Manipur,2018,4,tamenglong,4866,13057576.00717781
4090,Manipur,2019,1,imphal west,79612,205676258.93003774
4091,Manipur,2019,1,imphal east,65076,147611078.93080652
4092,Manipur,2019,1,thoubal,24257,47210976.00123881
4093,Manipur,2019,1,bishnupur,19486,48193281.39036341
4094,Manipur,2019,1,churachandpur,16940,53360483.20022403
4095,Manipur,2019,1,kangpokpi,15937,42225052.52830845
4096,Manipur,2019,1,kakching,6683,13774811.29579331
4097,Manipur,2019,1,tamenglong,6373,13975000.543136505
4098,Manipur,2019,1,ukhrul,6222,16838560.888422478
4099,Manipur,2019,1,tengnoupal,6064,21054191.304917276
4100,Manipur,2019,2,imphal west,78677,232056651.71484104
4101,Manipur,2019,2,imphal east,60830,163251483.394072
4102,Manipur,2019,2,thoubal,20528,50609235.604754716
4103,Manipur,2019,2,bishnupur,17577,41645991.98921693
4104,Manipur,2019,2,kangpokpi,16230,47129360.10420917
4105,Manipur,2019,2,churachandpur,15958,52974898.07418257
4106,Manipur,2019,2,ukhrul,7984,21521804.282437496
4107,Manipur,2019,2,kakching,6912,16106582.07225971
4108,Manipur,2019,2,jiribam,6285,17270321.13495752
4109,Manipur,2019,2,tengnoupal,6226,22523708.105631053
4110,Manipur,2019,3,imphal west,101022,266880799.50360966
4111,Manipur,2019,3,imphal east,79728,206224069.84990168
4112,Manipur,2019,3,thoubal,25149,56874722.875841096
4113,Manipur,2019,3,kangpokpi,23953,61269618.19095349
4114,Manipur,2019,3,churachandpur,23946,67550608.43753463
4115,Manipur,2019,3,bishnupur,23755,49667965.86779255
4116,Manipur,2019,3,ukhrul,11017,25516446.138604183
4117,Manipur,2019,3,kakching,10786,21658629.891090117
4118,Manipur,2019,3,tamenglong,9939,22282886.130792048
4119,Manipur,2019,3,chandel,9230,20201420.061846673
4120,Manipur,2019,4,imphal west,150073,445926296.05285025
4121,Manipur,2019,4,imphal east,96589,249197379.85855156
4122,Manipur,2019,4,thoubal,32971,73727196.96627039
4123,Manipur,2019,4,bishnupur,31835,72704593.78015086
4124,Manipur,2019,4,kangpokpi,28686,74931231.19366804
4125,Manipur,2019,4,churachandpur,26420,76031748.45585428
4126,Manipur,2019,4,kakching,12984,31541265.82204684
4127,Manipur,2019,4,ukhrul,12148,33065935.196690496
4128,Manipur,2019,4,tamenglong,11954,27326669.899029642
4129,Manipur,2019,4,chandel,11650,30393939.87145141
4130,Manipur,2020,1,imphal west,471392,1799193747.3658047
4131,Manipur,2020,1,imphal east,97573,222479758.42504126
4132,Manipur,2020,1,thoubal,40558,92413414.3395817
4133,Manipur,2020,1,bishnupur,40172,83818557.86725356
4134,Manipur,2020,1,kangpokpi,33643,81400323.90620552
4135,Manipur,2020,1,churachandpur,33637,84566221.4462608
4136,Manipur,2020,1,kakching,16690,37525920.22436564
4137,Manipur,2020,1,tamenglong,14451,31491246.17045552
4138,Manipur,2020,1,chandel,13716,31278977.085135248
4139,Manipur,2020,1,ukhrul,13355,30659040.231015503
4140,Manipur,2020,2,imphal west,551775,2034861513.6925411
4141,Manipur,2020,2,imphal east,127255,269647863.4355661
4142,Manipur,2020,2,bishnupur,70841,142299534.95281482
4143,Manipur,2020,2,thoubal,66183,158615301.51328385
4144,Manipur,2020,2,churachandpur,50818,128936170.25492851
4145,Manipur,2020,2,kangpokpi,48617,105034881.03695941
4146,Manipur,2020,2,kakching,30404,53791181.45126964
4147,Manipur,2020,2,ukhrul,24243,43560417.966341965
4148,Manipur,2020,2,chandel,21517,49008541.10085201
4149,Manipur,2020,2,tamenglong,21294,47020896.803083815
4150,Manipur,2020,3,imphal west,805964,3116905375.221828
4151,Manipur,2020,3,imphal east,148992,357420385.46601486
4152,Manipur,2020,3,bishnupur,82097,178752852.0332132
4153,Manipur,2020,3,thoubal,75667,178314817.40950677
4154,Manipur,2020,3,churachandpur,61160,179008408.76793513
4155,Manipur,2020,3,kangpokpi,56646,141494952.88474357
4156,Manipur,2020,3,kakching,33268,72744605.62932977
4157,Manipur,2020,3,ukhrul,27857,63120519.96337035
4158,Manipur,2020,3,chandel,25158,63504521.07112962
4159,Manipur,2020,3,tamenglong,24595,57102594.74572652
4160,Manipur,2020,4,imphal west,894877,3447479864.9516916
4161,Manipur,2020,4,imphal east,179438,524041651.0001225
4162,Manipur,2020,4,bishnupur,95869,267444206.3886955
4163,Manipur,2020,4,thoubal,87208,249311101.38298762
4164,Manipur,2020,4,kangpokpi,74472,216458503.28856832
4165,Manipur,2020,4,churachandpur,71693,243354880.5430908
4166,Manipur,2020,4,kakching,37180,96767393.90324815
4167,Manipur,2020,4,ukhrul,32947,91688189.17603046
4168,Manipur,2020,4,chandel,31540,90473275.49273106
4169,Manipur,2020,4,tamenglong,27674,77956516.78360562
4170,Manipur,2021,1,imphal west,1693458,4962553375.308464
4171,Manipur,2021,1,imphal east,161841,530028907.0928848
4172,Manipur,2021,1,bishnupur,73777,255486792.7272072
4173,Manipur,2021,1,thoubal,72593,240713473.66814184
4174,Manipur,2021,1,kangpokpi,63234,205050443.8236801
4175,Manipur,2021,1,churachandpur,62755,250250943.40948159
4176,Manipur,2021,1,kakching,29803,92307870.36114597
4177,Manipur,2021,1,chandel,23884,80445733.2065684
4178,Manipur,2021,1,ukhrul,22415,68745913.46443735
4179,Manipur,2021,1,senapati,22025,73777202.51436572
4180,Manipur,2021,2,imphal west,2353896,5697696459.585503
4181,Manipur,2021,2,imphal east,179337,491977805.97917175
4182,Manipur,2021,2,thoubal,91264,268514237.48815316
4183,Manipur,2021,2,bishnupur,89095,260900495.1629062
4184,Manipur,2021,2,churachandpur,80524,273962339.3949944
4185,Manipur,2021,2,kangpokpi,78765,236369410.09906265
4186,Manipur,2021,2,kakching,37444,92311646.34027098
4187,Manipur,2021,2,chandel,29178,90054101.93360364
4188,Manipur,2021,2,ukhrul,28524,81225585.72178741
4189,Manipur,2021,2,senapati,25681,70219657.8819672
4190,Manipur,2021,3,imphal west,3027735,7437068961.027052
4191,Manipur,2021,3,imphal east,226128,705081475.2381084
4192,Manipur,2021,3,thoubal,113257,363547884.1177802
4193,Manipur,2021,3,churachandpur,109913,397548796.562021
4194,Manipur,2021,3,bishnupur,104901,320379628.1976948
4195,Manipur,2021,3,kangpokpi,94883,299760833.40438926
4196,Manipur,2021,3,kakching,44277,128692670.00805305
4197,Manipur,2021,3,chandel,36126,116052040.78947881
4198,Manipur,2021,3,ukhrul,35250,118509943.90387844
4199,Manipur,2021,3,tamenglong,33266,108769884.2048046
4200,Manipur,2021,4,imphal west,3649688,9254105829.377777
4201,Manipur,2021,4,imphal east,268205,853764884.9988655
4202,Manipur,2021,4,thoubal,130316,393043161.28167
4203,Manipur,2021,4,churachandpur,121140,446895232.6851511
4204,Manipur,2021,4,bishnupur,113386,369885898.8351996
4205,Manipur,2021,4,kangpokpi,107329,318563859.8204656
4206,Manipur,2021,4,kakching,43224,130159064.31913412
4207,Manipur,2021,4,tengnoupal,40383,154956864.23616886
4208,Manipur,2021,4,tamenglong,40279,140792582.93230078
4209,Manipur,2021,4,chandel,39891,131651667.09783676
4210,Manipur,2022,1,imphal west,4129560,10331377272.313238
4211,Manipur,2022,1,imphal east,298053,926298622.7916505
4212,Manipur,2022,1,thoubal,159443,465999965.9324683
4213,Manipur,2022,1,churachandpur,132079,478282953.1412998
4214,Manipur,2022,1,bishnupur,129775,410979761.59592944
4215,Manipur,2022,1,kangpokpi,120614,361422857.4778744
4216,Manipur,2022,1,tamenglong,53325,182059187.8775179
4217,Manipur,2022,1,chandel,46964,156821048.3314056
4218,Manipur,2022,1,ukhrul,45977,163211543.8876433
4219,Manipur,2022,1,kakching,45714,129009720.36301751
4220,Manipur,2022,2,imphal west,4858000,11035105413.78688
4221,Manipur,2022,2,imphal east,334382,1017003992.8811904
4222,Manipur,2022,2,thoubal,179962,489921006.2514488
4223,Manipur,2022,2,bishnupur,132234,427663723.98262024
4224,Manipur,2022,2,churachandpur,130821,445674066.47566885
4225,Manipur,2022,2,kangpokpi,127346,360381229.24300873
4226,Manipur,2022,2,tamenglong,48779,158669784.21199045
4227,Manipur,2022,2,ukhrul,48388,165524493.50724024
4228,Manipur,2022,2,kakching,45754,124881636.16645998
4229,Manipur,2022,2,chandel,44845,161255425.28835768
4230,Manipur,2022,3,imphal west,4865688,11153142712.787489
4231,Manipur,2022,3,imphal east,401052,1106024473.2650971
4232,Manipur,2022,3,churachandpur,200968,560754898.7150536
4233,Manipur,2022,3,thoubal,198398,502784611.8050357
4234,Manipur,2022,3,kangpokpi,137088,382055039.86516064
4235,Manipur,2022,3,bishnupur,126573,397535713.9599227
4236,Manipur,2022,3,kakching,114178,269711112.45492435
4237,Manipur,2022,3,tamenglong,48889,150947198.9523353
4238,Manipur,2022,3,ukhrul,48127,165404721.91649568
4239,Manipur,2022,3,senapati,46116,141106697.64180186
4240,Manipur,2022,4,imphal west,4737839,11004726597.698875
4241,Manipur,2022,4,imphal east,417476,1124061241.8453987
4242,Manipur,2022,4,thoubal,252156,642341521.1672155
4243,Manipur,2022,4,kakching,205827,477287512.84893876
4244,Manipur,2022,4,kangpokpi,195796,499527018.9345387
4245,Manipur,2022,4,churachandpur,139622,418292018.1391273
4246,Manipur,2022,4,bishnupur,134155,398215642.6664851
4247,Manipur,2022,4,senapati,63745,180730794.84235084
4248,Manipur,2022,4,tamenglong,51040,160602196.99791262
4249,Manipur,2022,4,tengnoupal,49553,175755833.19199604
4250,Manipur,2023,1,imphal west,987912,2602833306.0
4251,Manipur,2023,1,imphal east,659880,1637025593.0
4252,Manipur,2023,1,thoubal,315961,796620060.0
4253,Manipur,2023,1,bishnupur,231239,626631062.0
4254,Manipur,2023,1,churachandpur,221158,582341436.0
4255,Manipur,2023,1,kangpokpi,211256,520765461.0
4256,Manipur,2023,1,senapati,94404,252756548.0
4257,Manipur,2023,1,tamenglong,86492,231452890.0
4258,Manipur,2023,1,ukhrul,83455,267514824.0
4259,Manipur,2023,1,tengnoupal,79811,294235941.0
4260,Manipur,2023,2,imphal west,484182,1347200442.0
4261,Manipur,2023,2,imphal east,332809,855990060.0
4262,Manipur,2023,2,thoubal,155290,412755825.0
4263,Manipur,2023,2,churachandpur,108049,309376954.0
4264,Manipur,2023,2,bishnupur,108042,304861281.0
4265,Manipur,2023,2,kangpokpi,96061,265835614.0
4266,Manipur,2023,2,jiribam,53949,153237238.0
4267,Manipur,2023,2,senapati,49144,139357712.0
4268,Manipur,2023,2,tamenglong,42991,121710165.0
4269,Manipur,2023,2,ukhrul,41027,131978491.0
4270,Manipur,2023,3,imphal west,283239,1192373419.0
4271,Manipur,2023,3,imphal east,195597,762942643.0
4272,Manipur,2023,3,thoubal,70780,289941575.0
4273,Manipur,2023,3,kangpokpi,60374,270393444.0
4274,Manipur,2023,3,bishnupur,52074,228769251.0
4275,Manipur,2023,3,jiribam,48471,170419988.0
4276,Manipur,2023,3,churachandpur,43375,215267198.0
4277,Manipur,2023,3,senapati,25056,88162234.0
4278,Manipur,2023,3,tamenglong,21706,105176707.0
4279,Manipur,2023,3,ukhrul,18404,74546308.0
4280,Manipur,2023,4,imphal west,645798,2110859186.0
4281,Manipur,2023,4,imphal east,466350,1424311158.0
4282,Manipur,2023,4,thoubal,193084,587381961.0
4283,Manipur,2023,4,bishnupur,158304,517891073.0
4284,Manipur,2023,4,kangpokpi,143024,482630626.0
4285,Manipur,2023,4,churachandpur,123502,463823678.0
4286,Manipur,2023,4,jiribam,79450,216717452.0
4287,Manipur,2023,4,senapati,55235,143200212.0
4288,Manipur,2023,4,tamenglong,53369,169026544.0
4289,Manipur,2023,4,ukhrul,48581,176550849.0
4290,Manipur,2024,1,imphal west,1133368,2725454179.0
4291,Manipur,2024,1,imphal east,807970,1806285586.0
4292,Manipur,2024,1,thoubal,375796,844958083.0
4293,Manipur,2024,1,bishnupur,309635,741135994.0
4294,Manipur,2024,1,kangpokpi,250851,633880626.0
4295,Manipur,2024,1,churachandpur,194606,549371725.0
4296,Manipur,2024,1,jiribam,133568,289640866.0
4297,Manipur,2024,1,senapati,104452,247581843.0
4298,Manipur,2024,1,tamenglong,102763,257065130.0
4299,Manipur,2024,1,ukhrul,100123,298191818.0
4300,Meghalaya,2018,1,east khasi hills,23283,31807959.175373342
4301,Meghalaya,2018,1,west garo hills,7660,9199200.848858135
4302,Meghalaya,2018,1,ribhoi,6029,8736566.953918608
4303,Meghalaya,2018,1,east jaintia hills,4896,8299361.376028441
4304,Meghalaya,2018,1,west jaintia hills,3131,2812937.948004551
4305,Meghalaya,2018,1,west khasi hills,1079,1647761.3372907462
4306,Meghalaya,2018,1,north garo hills,922,652554.6654640209
4307,Meghalaya,2018,1,south west garo hills,798,1015597.2351604333
4308,Meghalaya,2018,1,east garo hills,749,781579.3759249721
4309,Meghalaya,2018,1,south garo hills,705,807410.0407250253
4310,Meghalaya,2018,2,east khasi hills,33966,61180700.47972991
4311,Meghalaya,2018,2,west garo hills,10651,19685429.154264543
4312,Meghalaya,2018,2,ribhoi,8761,14181827.919832248
4313,Meghalaya,2018,2,east jaintia hills,6004,13059945.843045246
4314,Meghalaya,2018,2,west jaintia hills,2232,2312980.3326936862
4315,Meghalaya,2018,2,south west garo hills,1767,1724404.6747075585
4316,Meghalaya,2018,2,north garo hills,1403,1278347.188045342
4317,Meghalaya,2018,2,south garo hills,1103,1553253.9322072896
4318,Meghalaya,2018,2,east garo hills,832,1032161.1690227182
4319,Meghalaya,2018,2,west khasi hills,742,684129.9552836155
4320,Meghalaya,2018,3,east khasi hills,54015,111173160.26256448
4321,Meghalaya,2018,3,west garo hills,17911,31488596.43937725
4322,Meghalaya,2018,3,ribhoi,13023,26072883.301655468
4323,Meghalaya,2018,3,east jaintia hills,11397,22683448.874125846
4324,Meghalaya,2018,3,west jaintia hills,3240,4571330.11958733
4325,Meghalaya,2018,3,south west garo hills,2740,4294444.4478258435
4326,Meghalaya,2018,3,north garo hills,2271,1976480.205681387
4327,Meghalaya,2018,3,south garo hills,2110,2467349.2565310476
4328,Meghalaya,2018,3,east garo hills,1323,1963470.7809556075
4329,Meghalaya,2018,3,west khasi hills,1228,2146208.196912882
4330,Meghalaya,2018,4,east khasi hills,70386,167808906.77955163
4331,Meghalaya,2018,4,west garo hills,29000,52674487.37349704
4332,Meghalaya,2018,4,east jaintia hills,20614,37885027.674247645
4333,Meghalaya,2018,4,ribhoi,18294,42066652.87282289
4334,Meghalaya,2018,4,west jaintia hills,4693,7562803.76113517
4335,Meghalaya,2018,4,north garo hills,4011,4590211.2600644585
4336,Meghalaya,2018,4,south west garo hills,3950,4531236.407859931
4337,Meghalaya,2018,4,south garo hills,3037,6001319.09688588
4338,Meghalaya,2018,4,west khasi hills,2821,5962239.029920495
4339,Meghalaya,2018,4,east garo hills,2808,5832920.483690145
4340,Meghalaya,2019,1,east khasi hills,101662,201352082.70276013
4341,Meghalaya,2019,1,west garo hills,30087,58548564.168713726
4342,Meghalaya,2019,1,ribhoi,27304,55813436.16699862
4343,Meghalaya,2019,1,east jaintia hills,25054,46007520.563187
4344,Meghalaya,2019,1,west jaintia hills,5411,7594602.551824972
4345,Meghalaya,2019,1,south west garo hills,3819,4558241.545395774
4346,Meghalaya,2019,1,north garo hills,3816,4016398.1062618718
4347,Meghalaya,2019,1,west khasi hills,3646,5045464.405482588
4348,Meghalaya,2019,1,east garo hills,3529,6495149.290021526
4349,Meghalaya,2019,1,south garo hills,3146,7486873.33081286
4350,Meghalaya,2019,2,east khasi hills,126665,274701980.60370815
4351,Meghalaya,2019,2,west garo hills,32077,70701852.43602182
4352,Meghalaya,2019,2,ribhoi,27488,61625177.51082603
4353,Meghalaya,2019,2,east jaintia hills,21325,43624217.35616365
4354,Meghalaya,2019,2,west jaintia hills,5226,9713762.898637522
4355,Meghalaya,2019,2,south west garo hills,4563,6981663.150095232
4356,Meghalaya,2019,2,east garo hills,3926,6785815.738085165
4357,Meghalaya,2019,2,north garo hills,3804,4329558.19180281
4358,Meghalaya,2019,2,south garo hills,3048,7076537.051932728
4359,Meghalaya,2019,2,west khasi hills,3012,4711717.239687435
4360,Meghalaya,2019,3,east khasi hills,156970,344129503.4634751
4361,Meghalaya,2019,3,west garo hills,45652,90390851.3262687
4362,Meghalaya,2019,3,ribhoi,36292,73979318.03570686
4363,Meghalaya,2019,3,east jaintia hills,28604,50090916.58164
4364,Meghalaya,2019,3,west jaintia hills,8947,11292434.23987686
4365,Meghalaya,2019,3,south west garo hills,6405,9676872.049848383
4366,Meghalaya,2019,3,north garo hills,6329,7479871.090316384
4367,Meghalaya,2019,3,east garo hills,5970,8134689.123280492
4368,Meghalaya,2019,3,south garo hills,4768,7846736.258536675
4369,Meghalaya,2019,3,west khasi hills,4604,6779362.1133165285
4370,Meghalaya,2019,4,east khasi hills,189936,413649820.0310261
4371,Meghalaya,2019,4,west garo hills,51137,104063298.1853754
4372,Meghalaya,2019,4,ribhoi,42953,90622918.2855494
4373,Meghalaya,2019,4,east jaintia hills,31575,61615652.49744396
4374,Meghalaya,2019,4,west jaintia hills,11750,16126169.373071242
4375,Meghalaya,2019,4,north garo hills,8449,11018090.113242699
4376,Meghalaya,2019,4,east garo hills,7811,11523924.1048165
4377,Meghalaya,2019,4,south west garo hills,7301,11722163.47943544
4378,Meghalaya,2019,4,south garo hills,7020,9901296.404344358
4379,Meghalaya,2019,4,west khasi hills,5296,8007467.1825601505
4380,Meghalaya,2020,1,east khasi hills,280817,712010339.1765578
4381,Meghalaya,2020,1,west garo hills,65263,130098803.74893945
4382,Meghalaya,2020,1,ribhoi,51789,109400759.46669218
4383,Meghalaya,2020,1,east jaintia hills,36855,76021760.04400355
4384,Meghalaya,2020,1,west jaintia hills,15784,22057088.945124794
4385,Meghalaya,2020,1,south west garo hills,10582,14322530.890240096
4386,Meghalaya,2020,1,south garo hills,10483,11902327.507517826
4387,Meghalaya,2020,1,east garo hills,10003,15050504.879497696
4388,Meghalaya,2020,1,north garo hills,9622,11664668.291425837
4389,Meghalaya,2020,1,west khasi hills,7569,12185453.500704024
4390,Meghalaya,2020,2,east khasi hills,294655,669450297.8938913
4391,Meghalaya,2020,2,west garo hills,107355,178844205.74639174
4392,Meghalaya,2020,2,ribhoi,60451,108416383.1511733
4393,Meghalaya,2020,2,east jaintia hills,50077,79110098.89726548
4394,Meghalaya,2020,2,west jaintia hills,26041,22356066.44251103
4395,Meghalaya,2020,2,south west garo hills,20761,21835410.253734995
4396,Meghalaya,2020,2,east garo hills,19865,19379120.258930385
4397,Meghalaya,2020,2,north garo hills,19393,16949021.845094834
4398,Meghalaya,2020,2,south garo hills,15934,18498464.712551527
4399,Meghalaya,2020,2,west khasi hills,14911,13551099.230221383
4400,Meghalaya,2020,3,east khasi hills,239307,571789473.606595
4401,Meghalaya,2020,3,west garo hills,117550,249575864.65120554
4402,Meghalaya,2020,3,ribhoi,64590,138771339.65408337
4403,Meghalaya,2020,3,east jaintia hills,52534,99669877.91499352
4404,Meghalaya,2020,3,west jaintia hills,28622,39860361.23642549
4405,Meghalaya,2020,3,south west garo hills,19536,31848167.460986283
4406,Meghalaya,2020,3,east garo hills,19353,30405909.14616639
4407,Meghalaya,2020,3,north garo hills,17943,23618250.656932067
4408,Meghalaya,2020,3,south garo hills,17171,23368652.17951659
4409,Meghalaya,2020,3,west khasi hills,15031,19820539.50357129
4410,Meghalaya,2020,4,east khasi hills,298622,777719090.1611657
4411,Meghalaya,2020,4,west garo hills,149536,362364387.96744514
4412,Meghalaya,2020,4,ribhoi,90879,223682008.03015277
4413,Meghalaya,2020,4,east jaintia hills,65059,162952261.01543325
4414,Meghalaya,2020,4,west jaintia hills,32267,55102701.174963415
4415,Meghalaya,2020,4,south west garo hills,24078,49584665.87626746
4416,Meghalaya,2020,4,east garo hills,23262,41847990.16447668
4417,Meghalaya,2020,4,south garo hills,22487,34586748.626706876
4418,Meghalaya,2020,4,north garo hills,22048,36801863.778283074
4419,Meghalaya,2020,4,west khasi hills,18440,41431802.48173465
4420,Meghalaya,2021,1,east khasi hills,322156,915771307.2291536
4421,Meghalaya,2021,1,west garo hills,133362,370492803.5429464
4422,Meghalaya,2021,1,ribhoi,98957,266571316.12978175
4423,Meghalaya,2021,1,east jaintia hills,70732,205454314.79640436
4424,Meghalaya,2021,1,west jaintia hills,24312,53826602.11269104
4425,Meghalaya,2021,1,south garo hills,19054,44351833.9562286
4426,Meghalaya,2021,1,north garo hills,18850,37908696.16305937
4427,Meghalaya,2021,1,south west garo hills,18591,41861206.69737828
4428,Meghalaya,2021,1,east garo hills,18473,40212217.23708049
4429,Meghalaya,2021,1,west khasi hills,16947,60183253.84696514
4430,Meghalaya,2021,2,east khasi hills,386773,994348113.9313933
4431,Meghalaya,2021,2,west garo hills,174186,437555569.8453884
4432,Meghalaya,2021,2,ribhoi,111231,265892507.53668693
4433,Meghalaya,2021,2,east jaintia hills,87223,205906820.910982
4434,Meghalaya,2021,2,west jaintia hills,30529,53732989.3560653
4435,Meghalaya,2021,2,north garo hills,25028,37984069.23193222
4436,Meghalaya,2021,2,south west garo hills,24491,47526700.898553595
4437,Meghalaya,2021,2,east garo hills,24431,42603145.83447135
4438,Meghalaya,2021,2,south garo hills,21894,48819031.95729189
4439,Meghalaya,2021,2,west khasi hills,16590,41326043.50138934
4440,Meghalaya,2021,3,east khasi hills,475308,1267820067.2649465
4441,Meghalaya,2021,3,west garo hills,207635,550868915.1603696
4442,Meghalaya,2021,3,ribhoi,135524,337135306.83131677
4443,Meghalaya,2021,3,east jaintia hills,103142,254116660.02417076
4444,Meghalaya,2021,3,west jaintia hills,37590,71888903.26179792
4445,Meghalaya,2021,3,north garo hills,30790,56346103.94114269
4446,Meghalaya,2021,3,east garo hills,29654,54695590.9177565
4447,Meghalaya,2021,3,south west garo hills,28662,59140851.35546416
4448,Meghalaya,2021,3,south garo hills,23378,50417337.278425165
4449,Meghalaya,2021,3,west khasi hills,17524,45708478.00363463
4450,Meghalaya,2021,4,east khasi hills,602012,1647841435.7937279
4451,Meghalaya,2021,4,west garo hills,261543,746098768.1324025
4452,Meghalaya,2021,4,ribhoi,210094,495239611.1245396
4453,Meghalaya,2021,4,east jaintia hills,140522,371541323.51234245
4454,Meghalaya,2021,4,west jaintia hills,43460,98276171.06270258
4455,Meghalaya,2021,4,north garo hills,38565,88113799.75521982
4456,Meghalaya,2021,4,east garo hills,37744,79675265.12123142
4457,Meghalaya,2021,4,south west garo hills,35153,76249072.06112294
4458,Meghalaya,2021,4,west khasi hills,29960,108595108.91303806
4459,Meghalaya,2021,4,south garo hills,28989,89662812.04398018
4460,Meghalaya,2022,1,east khasi hills,653082,1762837936.3129022
4461,Meghalaya,2022,1,west garo hills,325791,991586557.2279948
4462,Meghalaya,2022,1,ribhoi,257923,624403404.8028624
4463,Meghalaya,2022,1,east jaintia hills,169484,496156278.4387266
4464,Meghalaya,2022,1,west jaintia hills,49196,126597671.42735201
4465,Meghalaya,2022,1,south garo hills,43827,166412749.63292432
4466,Meghalaya,2022,1,east garo hills,42878,97659034.30770612
4467,Meghalaya,2022,1,north garo hills,42030,87894203.47088854
4468,Meghalaya,2022,1,south west garo hills,39644,98249285.49958463
4469,Meghalaya,2022,1,west khasi hills,36687,148090837.06952718
4470,Meghalaya,2022,2,east khasi hills,853333,2156500112.108344
4471,Meghalaya,2022,2,west garo hills,392151,1150602954.6389537
4472,Meghalaya,2022,2,ribhoi,337102,755786725.0698187
4473,Meghalaya,2022,2,east jaintia hills,193196,502640751.7922025
4474,Meghalaya,2022,2,west jaintia hills,56272,152394109.72808385
4475,Meghalaya,2022,2,east garo hills,46150,106793207.79406631
4476,Meghalaya,2022,2,north garo hills,44965,92496675.79074751
4477,Meghalaya,2022,2,south west garo hills,43006,118240788.93575428
4478,Meghalaya,2022,2,south garo hills,33680,92292848.0663783
4479,Meghalaya,2022,2,west khasi hills,31223,103764884.88347426
4480,Meghalaya,2022,3,east khasi hills,2924522,6137770373.209273
4481,Meghalaya,2022,3,west garo hills,508052,1283479556.413095
4482,Meghalaya,2022,3,ribhoi,400075,825278960.5336027
4483,Meghalaya,2022,3,east jaintia hills,241204,633317484.0750391
4484,Meghalaya,2022,3,west jaintia hills,62798,171112837.01348788
4485,Meghalaya,2022,3,south west garo hills,48898,121831916.04534972
4486,Meghalaya,2022,3,north garo hills,48727,107884419.55644782
4487,Meghalaya,2022,3,east garo hills,47047,99390252.25463584
4488,Meghalaya,2022,3,south garo hills,35206,88310719.84102406
4489,Meghalaya,2022,3,west khasi hills,29296,87822016.1025165
