,State,Year,Quater,District,Transaction_Count,Transaction_Amount
2344,Himachal Pradesh,2020,4,bilaspur,275513,518335916.8663252
2345,Himachal Pradesh,2021,1,shimla,1871647,3621617004.9139824
2346,Himachal Pradesh,2021,1,solan,1415611,2334165842.866145
2347,Himachal Pradesh,2021,1,kangra,1122291,2006571077.1134858
2348,Himachal Pradesh,2021,1,mandi,659769,1258330265.8409514
2349,Himachal Pradesh,2021,1,kullu,550514,1212317567.8071225
2350,Himachal Pradesh,2021,1,una,490374,941158055.3202168
2351,Himachal Pradesh,2021,1,sirmaur,451501,789668056.651283
2352,Himachal Pradesh,2021,1,hamirpur,416499,720857278.5633022
2353,Himachal Pradesh,2021,1,chamba,273886,510880053.0153754
2354,Himachal Pradesh,2021,1,bilaspur,256578,504967322.0491565
2355,Himachal Pradesh,2021,2,shimla,2474329,4402623043.9412
2356,Himachal Pradesh,2021,2,solan,1658067,2575741414.5946493
2357,Himachal Pradesh,2021,2,kangra,1399606,2443026330.2982035
2358,Himachal Pradesh,2021,2,mandi,832152,1488270045.9430394
2359,Himachal Pradesh,2021,2,una,634078,1174326754.6527784
2360,Himachal Pradesh,2021,2,sirmaur,567339,922354065.2120936
2361,Himachal Pradesh,2021,2,hamirpur,551934,946105069.9392335
2362,Himachal Pradesh,2021,2,kullu,510109,966612054.8118159
2363,Himachal Pradesh,2021,2,chamba,364270,617691720.4435453
2364,Himachal Pradesh,2021,2,bilaspur,322915,613068902.4728887
2365,Himachal Pradesh,2021,3,shimla,3421673,6296627879.774387
2366,Himachal Pradesh,2021,3,solan,2183306,3233240074.9271526
2367,Himachal Pradesh,2021,3,kangra,1671112,2887492721.743307
2368,Himachal Pradesh,2021,3,mandi,945135,1753985903.702748
2369,Himachal Pradesh,2021,3,una,799861,1417386870.9287395
2370,Himachal Pradesh,2021,3,kullu,730794,1573258668.3417544
2371,Himachal Pradesh,2021,3,sirmaur,681413,1083275309.4275231
2372,Himachal Pradesh,2021,3,hamirpur,626711,1085444382.5637474
2373,Himachal Pradesh,2021,3,chamba,426381,769418422.8733866
2374,Himachal Pradesh,2021,3,bilaspur,364475,689922524.099928
2375,Himachal Pradesh,2021,4,shimla,3957985,7356261501.689669
2376,Himachal Pradesh,2021,4,solan,2640011,3757890500.196965
2377,Himachal Pradesh,2021,4,kangra,2130139,3830143759.599303
2378,Himachal Pradesh,2021,4,mandi,1092862,2082662004.4459345
2379,Himachal Pradesh,2021,4,kullu,1078809,2242410725.9330144
2380,Himachal Pradesh,2021,4,una,1048351,1936766072.2652125
2381,Himachal Pradesh,2021,4,sirmaur,847647,1363383254.3950417
2382,Himachal Pradesh,2021,4,hamirpur,717321,1262408331.5777433
2383,Himachal Pradesh,2021,4,chamba,507614,926400609.5746634
2384,Himachal Pradesh,2021,4,bilaspur,430870,844889571.9622381
2385,Himachal Pradesh,2022,1,shimla,4441906,7362840550.605638
2386,Himachal Pradesh,2022,1,solan,2993489,3959375876.0297637
2387,Himachal Pradesh,2022,1,kangra,2261593,3907092916.026638
2388,Himachal Pradesh,2022,1,mandi,1201568,2151083001.502331
2389,Himachal Pradesh,2022,1,una,1164923,2030776988.6375246
2390,Himachal Pradesh,2022,1,kullu,1100232,2108742823.1394384
2391,Himachal Pradesh,2022,1,sirmaur,962227,1517999108.5303912
2392,Himachal Pradesh,2022,1,hamirpur,751389,1264679768.7344947
2393,Himachal Pradesh,2022,1,chamba,544135,943937757.078062
2394,Himachal Pradesh,2022,1,bilaspur,472169,885425010.4453132
2395,Himachal Pradesh,2022,2,shimla,5875215,9396933042.155468
2396,Himachal Pradesh,2022,2,solan,3773789,4536385240.154757
2397,Himachal Pradesh,2022,2,kangra,2984544,4846014285.107853
2398,Himachal Pradesh,2022,2,kullu,1646598,3292385543.331986
2399,Himachal Pradesh,2022,2,mandi,1587222,2699997310.198592
2400,Himachal Pradesh,2022,2,una,1526243,2532127305.66458
2401,Himachal Pradesh,2022,2,sirmaur,1196118,1742899000.9373982
2402,Himachal Pradesh,2022,2,hamirpur,1002506,1538456707.4950671
2403,Himachal Pradesh,2022,2,chamba,727701,1229468817.252565
2404,Himachal Pradesh,2022,2,bilaspur,597379,1083546519.8422945
2405,Himachal Pradesh,2022,3,shimla,8892834,13349267759.063
2406,Himachal Pradesh,2022,3,solan,4064523,4837968887.089856
2407,Himachal Pradesh,2022,3,kangra,3342842,5121570350.61087
2408,Himachal Pradesh,2022,3,mandi,1666670,2648674300.7818365
2409,Himachal Pradesh,2022,3,chamba,1270412,1872267055.918766
2410,Himachal Pradesh,2022,3,sirmaur,1266132,1769419418.4413247
2411,Himachal Pradesh,2022,3,una,1233226,1928978517.8009784
2412,Himachal Pradesh,2022,3,kullu,1202861,2235782785.3480353
2413,Himachal Pradesh,2022,3,bilaspur,936750,1447420350.6150799
2414,Himachal Pradesh,2022,3,hamirpur,934529,1398047775.1680303
2415,Himachal Pradesh,2022,4,shimla,9603309,14161042549.708815
2416,Himachal Pradesh,2022,4,kangra,4885938,7430861889.061211
2417,Himachal Pradesh,2022,4,solan,4436709,5065290891.534374
2418,Himachal Pradesh,2022,4,kullu,2047414,3429997134.811536
2419,Himachal Pradesh,2022,4,mandi,1994054,3034367986.1615605
2420,Himachal Pradesh,2022,4,sirmaur,1454224,1991999745.9575925
2421,Himachal Pradesh,2022,4,una,1173607,1902311205.0838988
2422,Himachal Pradesh,2022,4,hamirpur,1161191,1732021206.6974392
2423,Himachal Pradesh,2022,4,chamba,831315,1292196671.856883
2424,Himachal Pradesh,2022,4,bilaspur,622642,1042618597.1158305
2425,Himachal Pradesh,2023,1,solan,6697899,6853019754.0
2426,Himachal Pradesh,2023,1,kangra,4812761,7112476385.0
2427,Himachal Pradesh,2023,1,shimla,2868345,4482667951.0
2428,Himachal Pradesh,2023,1,kullu,2582003,4254375692.0
2429,Himachal Pradesh,2023,1,mandi,2270344,3447411380.0
2430,Himachal Pradesh,2023,1,sirmaur,2191815,2793519379.0
2431,Himachal Pradesh,2023,1,una,1664821,2572954200.0
2432,Himachal Pradesh,2023,1,hamirpur,1563054,2230316339.0
2433,Himachal Pradesh,2023,1,chamba,1245900,1739970763.0
2434,Himachal Pradesh,2023,1,bilaspur,985356,1578749319.0
2435,Himachal Pradesh,2023,2,solan,8225202,7869249175.0
2436,Himachal Pradesh,2023,2,kangra,6314902,8889538215.0
2437,Himachal Pradesh,2023,2,shimla,3935607,5853300872.0
2438,Himachal Pradesh,2023,2,kullu,3547410,6190891236.0
2439,Himachal Pradesh,2023,2,mandi,2832817,4073788943.0
2440,Himachal Pradesh,2023,2,sirmaur,2641707,3153309362.0
2441,Himachal Pradesh,2023,2,una,2008731,2891172648.0
2442,Himachal Pradesh,2023,2,hamirpur,1880638,2572731185.0
2443,Himachal Pradesh,2023,2,chamba,1664604,2251880400.0
2444,Himachal Pradesh,2023,2,bilaspur,1211407,1839856400.0
2445,Himachal Pradesh,2023,3,solan,8707937,7941256441.0
2446,Himachal Pradesh,2023,3,kangra,6059411,8079309385.0
2447,Himachal Pradesh,2023,3,shimla,3828021,5695614828.0
2448,Himachal Pradesh,2023,3,sirmaur,2744752,3130614016.0
2449,Himachal Pradesh,2023,3,mandi,2595990,3596985973.0
2450,Himachal Pradesh,2023,3,una,2080978,2949791874.0
2451,Himachal Pradesh,2023,3,hamirpur,1947497,2534313484.0
2452,Himachal Pradesh,2023,3,kullu,1830787,2790341242.0
2453,Himachal Pradesh,2023,3,chamba,1564556,2167299865.0
2454,Himachal Pradesh,2023,3,bilaspur,1205509,1721531981.0
2455,Himachal Pradesh,2023,4,solan,9715897,8743026348.0
2456,Himachal Pradesh,2023,4,kangra,7007451,9466521159.0
2457,Himachal Pradesh,2023,4,shimla,4258178,5982804080.0
2458,Himachal Pradesh,2023,4,kullu,3068350,4583180514.0
2459,Himachal Pradesh,2023,4,mandi,3053172,4150722029.0
2460,Himachal Pradesh,2023,4,sirmaur,3052172,3442311095.0
2461,Himachal Pradesh,2023,4,una,2312951,3417753035.0
2462,Himachal Pradesh,2023,4,hamirpur,2223488,2878828789.0
2463,Himachal Pradesh,2023,4,chamba,1806626,2372506002.0
2464,Himachal Pradesh,2023,4,bilaspur,1365100,1923569325.0
2465,Himachal Pradesh,2024,1,solan,10352161,9109575772.0
2466,Himachal Pradesh,2024,1,kangra,6971330,9371481434.0
2467,Himachal Pradesh,2024,1,shimla,3971209,5165865352.0
2468,Himachal Pradesh,2024,1,kullu,3370275,4865648499.0
2469,Himachal Pradesh,2024,1,sirmaur,3224271,3608713118.0
2470,Himachal Pradesh,2024,1,mandi,3157129,4323386327.0
2471,Himachal Pradesh,2024,1,una,2319304,3333784785.0
2472,Himachal Pradesh,2024,1,hamirpur,2271076,2926241346.0
2473,Himachal Pradesh,2024,1,chamba,1804702,2255477302.0
2474,Himachal Pradesh,2024,1,bilaspur,1447431,2010202595.0
2475,Jammu & Kashmir,2018,1,poonch,398963,509120439.3079825
2476,Jammu & Kashmir,2018,1,baramulla,83775,44215018.00395158
2477,Jammu & Kashmir,2018,1,jammu,81381,127452979.35873458
2478,Jammu & Kashmir,2018,1,anantnag,64478,24885721.231939793
2479,Jammu & Kashmir,2018,1,budgam,50748,36218453.70685134
2480,Jammu & Kashmir,2018,1,srinagar,47285,62676256.75828372
2481,Jammu & Kashmir,2018,1,bandipore,38208,11885513.905010344
2482,Jammu & Kashmir,2018,1,pulwama,35793,24777476.308443584
2483,Jammu & Kashmir,2018,1,kulgam,23587,9213671.326669723
2484,Jammu & Kashmir,2018,1,ganderbal,20571,9107649.670974826
2485,Jammu & Kashmir,2018,2,poonch,891298,1627868128.4895806
2486,Jammu & Kashmir,2018,2,baramulla,188100,100055918.36977984
2487,Jammu & Kashmir,2018,2,jammu,112434,232232787.92328903
2488,Jammu & Kashmir,2018,2,srinagar,92244,140893315.71476018
2489,Jammu & Kashmir,2018,2,budgam,89823,77122240.27552341
2490,Jammu & Kashmir,2018,2,anantnag,70838,43529509.03427214
2491,Jammu & Kashmir,2018,2,bandipore,64888,26799256.945810575
2492,Jammu & Kashmir,2018,2,pulwama,54034,53382825.78039837
2493,Jammu & Kashmir,2018,2,ganderbal,41415,24295329.738405794
2494,Jammu & Kashmir,2018,2,kulgam,30822,17711007.626695573
2495,Jammu & Kashmir,2018,3,poonch,1189512,2093062576.1870332
2496,Jammu & Kashmir,2018,3,baramulla,210619,195960360.05707502
2497,Jammu & Kashmir,2018,3,srinagar,154314,270405876.71132636
2498,Jammu & Kashmir,2018,3,jammu,145123,376452715.050717
2499,Jammu & Kashmir,2018,3,bandipore,87129,60815662.86494814
2500,Jammu & Kashmir,2018,3,budgam,74691,120545227.15939458
2501,Jammu & Kashmir,2018,3,anantnag,69967,95642801.11475599
2502,Jammu & Kashmir,2018,3,pulwama,65491,93861999.52986418
2503,Jammu & Kashmir,2018,3,ganderbal,52136,55650497.72050136
2504,Jammu & Kashmir,2018,3,udhampur,37014,92258254.83476217
2505,Jammu & Kashmir,2018,4,poonch,1642053,2992752160.889104
2506,Jammu & Kashmir,2018,4,jammu,226829,670989049.2596997
2507,Jammu & Kashmir,2018,4,srinagar,144970,329216330.48735344
2508,Jammu & Kashmir,2018,4,baramulla,109702,212164676.56823462
2509,Jammu & Kashmir,2018,4,anantnag,79193,110778790.88365649
2510,Jammu & Kashmir,2018,4,budgam,75940,175490225.93721515
2511,Jammu & Kashmir,2018,4,kathua,50640,115344936.11363688
2512,Jammu & Kashmir,2018,4,udhampur,50056,158443928.52744907
2513,Jammu & Kashmir,2018,4,kupwara,46637,155148129.95113623
2514,Jammu & Kashmir,2018,4,pulwama,43706,109777843.14790586
2515,Jammu & Kashmir,2019,1,poonch,1923655,2702486522.9746447
2516,Jammu & Kashmir,2019,1,jammu,336553,880021398.3075252
2517,Jammu & Kashmir,2019,1,srinagar,310516,595281412.755115
2518,Jammu & Kashmir,2019,1,baramulla,164873,235373167.04939288
2519,Jammu & Kashmir,2019,1,budgam,141988,182507224.81175336
2520,Jammu & Kashmir,2019,1,anantnag,92467,115882661.62980533
2521,Jammu & Kashmir,2019,1,pulwama,73558,128624249.28698528
2522,Jammu & Kashmir,2019,1,kathua,65843,123437204.57869422
2523,Jammu & Kashmir,2019,1,kupwara,65813,158106446.71607158
2524,Jammu & Kashmir,2019,1,kulgam,64816,58528128.30016053
2525,Jammu & Kashmir,2019,2,srinagar,721517,1997435095.3858333
2526,Jammu & Kashmir,2019,2,jammu,532412,1521238563.9344492
2527,Jammu & Kashmir,2019,2,baramulla,150503,324305667.3040718
2528,Jammu & Kashmir,2019,2,budgam,118107,244724342.9971184
2529,Jammu & Kashmir,2019,2,anantnag,76968,176892916.91069663
2530,Jammu & Kashmir,2019,2,kupwara,75719,231219527.2618152
2531,Jammu & Kashmir,2019,2,pulwama,72486,192069086.39596564
2532,Jammu & Kashmir,2019,2,udhampur,70405,212612443.68697757
2533,Jammu & Kashmir,2019,2,kathua,62989,140667309.65092766
2534,Jammu & Kashmir,2019,2,rajouri,59741,189339489.0274282
2535,Jammu & Kashmir,2019,3,srinagar,329195,1391918063.9301224
2536,Jammu & Kashmir,2019,3,jammu,275239,885413982.5256196
2537,Jammu & Kashmir,2019,3,baramulla,55226,164311812.1144624
2538,Jammu & Kashmir,2019,3,udhampur,43153,135163022.78214857
2539,Jammu & Kashmir,2019,3,kathua,42083,90084615.95369668
2540,Jammu & Kashmir,2019,3,budgam,41566,114191268.29962389
2541,Jammu & Kashmir,2019,3,anantnag,39325,117282515.54028721
2542,Jammu & Kashmir,2019,3,kupwara,35301,118625723.03167562
2543,Jammu & Kashmir,2019,3,rajouri,34386,112169651.6625633
2544,Jammu & Kashmir,2019,3,pulwama,33089,104266797.68078922
2545,Jammu & Kashmir,2019,4,jammu,231238,928579096.2076488
2546,Jammu & Kashmir,2019,4,srinagar,117133,474222741.4546555
2547,Jammu & Kashmir,2019,4,kathua,28288,83151146.69576254
2548,Jammu & Kashmir,2019,4,udhampur,22103,91344412.2796205
2549,Jammu & Kashmir,2019,4,rajouri,15973,65942824.07004503
2550,Jammu & Kashmir,2019,4,samba,14817,53713327.351715714
2551,Jammu & Kashmir,2019,4,ramban,14088,49372161.63794071
2552,Jammu & Kashmir,2019,4,reasi,12986,43788337.944249794
2553,Jammu & Kashmir,2019,4,poonch,10130,37926598.592978455
2554,Jammu & Kashmir,2019,4,baramulla,8345,30863315.57342449
2555,Jammu & Kashmir,2020,1,jammu,363150,1275561405.7653875
2556,Jammu & Kashmir,2020,1,srinagar,127979,474473029.57881373
2557,Jammu & Kashmir,2020,1,kathua,48120,107171478.55933961
2558,Jammu & Kashmir,2020,1,udhampur,45339,137536252.00526458
2559,Jammu & Kashmir,2020,1,baramulla,38477,102651433.96810116
2560,Jammu & Kashmir,2020,1,budgam,32991,95338551.2263335
2561,Jammu & Kashmir,2020,1,samba,32933,90185246.22000371
2562,Jammu & Kashmir,2020,1,kupwara,29357,87388063.94032452
2563,Jammu & Kashmir,2020,1,rajouri,28561,88475364.88892928
2564,Jammu & Kashmir,2020,1,pulwama,26598,76212175.43966158
2565,Jammu & Kashmir,2020,2,jammu,819252,2746977181.9002085
2566,Jammu & Kashmir,2020,2,srinagar,440808,1810806888.4362636
2567,Jammu & Kashmir,2020,2,baramulla,139478,414666518.84516615
2568,Jammu & Kashmir,2020,2,udhampur,127419,319173115.2814594
2569,Jammu & Kashmir,2020,2,kathua,114835,227977779.90759307
2570,Jammu & Kashmir,2020,2,kupwara,114772,359166698.8086049
2571,Jammu & Kashmir,2020,2,budgam,112970,331830464.6882304
2572,Jammu & Kashmir,2020,2,rajouri,104655,305656997.14551216
2573,Jammu & Kashmir,2020,2,samba,92336,202733580.03466016
2574,Jammu & Kashmir,2020,2,pulwama,85402,271480260.94137585
2575,Jammu & Kashmir,2020,3,jammu,1266667,4876922229.442625
2576,Jammu & Kashmir,2020,3,srinagar,461915,1879035426.8961873
2577,Jammu & Kashmir,2020,3,baramulla,183583,580425624.3604748
2578,Jammu & Kashmir,2020,3,kupwara,157369,516694658.1405348
2579,Jammu & Kashmir,2020,3,udhampur,154296,445180791.55363184
2580,Jammu & Kashmir,2020,3,budgam,148225,477023512.9076569
2581,Jammu & Kashmir,2020,3,anantnag,128022,403569858.30771744
2582,Jammu & Kashmir,2020,3,kathua,126283,311678208.3628339
2583,Jammu & Kashmir,2020,3,rajouri,125973,413621357.5955142
2584,Jammu & Kashmir,2020,3,pulwama,114833,372238070.39747894
2585,Jammu & Kashmir,2020,4,jammu,1776840,5696308275.135366
2586,Jammu & Kashmir,2020,4,srinagar,731076,2177635781.6444306
2587,Jammu & Kashmir,2020,4,baramulla,412433,862594987.5778542
2588,Jammu & Kashmir,2020,4,kupwara,303474,721320071.0437152
2589,Jammu & Kashmir,2020,4,budgam,295461,692267475.7911439
2590,Jammu & Kashmir,2020,4,anantnag,282499,514346950.95159316
2591,Jammu & Kashmir,2020,4,udhampur,248906,646828971.36521
2592,Jammu & Kashmir,2020,4,kathua,226360,463045666.1261913
2593,Jammu & Kashmir,2020,4,pulwama,219731,551823991.7884357
2594,Jammu & Kashmir,2020,4,rajouri,196713,567890456.5176736
2595,Jammu & Kashmir,2021,1,jammu,2651223,7421535965.773877
2596,Jammu & Kashmir,2021,1,srinagar,1027161,2568956545.461122
2597,Jammu & Kashmir,2021,1,baramulla,410535,785025036.8822093
2598,Jammu & Kashmir,2021,1,anantnag,317577,500687365.6142786
2599,Jammu & Kashmir,2021,1,budgam,314969,629196655.3946896
2600,Jammu & Kashmir,2021,1,kupwara,287414,651843634.7301381
2601,Jammu & Kashmir,2021,1,udhampur,253788,659211752.0750571
2602,Jammu & Kashmir,2021,1,kathua,245017,476737690.8982123
2603,Jammu & Kashmir,2021,1,pulwama,230547,506298792.83870804
2604,Jammu & Kashmir,2021,1,samba,201873,489544571.0195804
2605,Jammu & Kashmir,2021,2,jammu,3793205,10159766998.570374
2606,Jammu & Kashmir,2021,2,srinagar,1529261,3491629169.891506
2607,Jammu & Kashmir,2021,2,baramulla,558737,966623715.8159673
2608,Jammu & Kashmir,2021,2,anantnag,479956,717788809.3041894
2609,Jammu & Kashmir,2021,2,budgam,450138,822332973.9248708
2610,Jammu & Kashmir,2021,2,kupwara,408584,819478528.2209684
2611,Jammu & Kashmir,2021,2,udhampur,361814,841569039.9908627
2612,Jammu & Kashmir,2021,2,pulwama,332326,632761432.1392006
2613,Jammu & Kashmir,2021,2,kathua,329534,635043868.1523829
2614,Jammu & Kashmir,2021,2,samba,272944,627782719.5376384
2615,Jammu & Kashmir,2021,3,jammu,5192026,13867943225.785107
2616,Jammu & Kashmir,2021,3,srinagar,2196468,5510884597.059818
2617,Jammu & Kashmir,2021,3,baramulla,647847,1285810267.7066154
2618,Jammu & Kashmir,2021,3,anantnag,580106,938064508.2337394
2619,Jammu & Kashmir,2021,3,budgam,545818,1112797675.6615355
2620,Jammu & Kashmir,2021,3,kupwara,477130,1133802686.4410892
2621,Jammu & Kashmir,2021,3,udhampur,476615,1090587535.866065
2622,Jammu & Kashmir,2021,3,kathua,399722,762622103.9071403
2623,Jammu & Kashmir,2021,3,pulwama,393629,826511580.0632427
2624,Jammu & Kashmir,2021,3,samba,352992,822873576.4759533
2625,Jammu & Kashmir,2021,4,jammu,6639541,16627649138.408905
2626,Jammu & Kashmir,2021,4,srinagar,2900577,7232270069.006124
2627,Jammu & Kashmir,2021,4,baramulla,787593,1567275687.193142
2628,Jammu & Kashmir,2021,4,anantnag,683078,1035794983.473675
2629,Jammu & Kashmir,2021,4,budgam,678080,1358477847.9462018
2630,Jammu & Kashmir,2021,4,udhampur,621122,1409015376.0471456
2631,Jammu & Kashmir,2021,4,kupwara,597802,1313830800.6467097
2632,Jammu & Kashmir,2021,4,kathua,528207,1082468701.539606
2633,Jammu & Kashmir,2021,4,samba,492079,1144805603.769711
2634,Jammu & Kashmir,2021,4,pulwama,462342,988006961.9135485
2635,Jammu & Kashmir,2022,1,jammu,5510056,11881749307.528316
2636,Jammu & Kashmir,2022,1,srinagar,2743701,5949336258.494824
2637,Jammu & Kashmir,2022,1,baramulla,877608,1607194898.3390286
2638,Jammu & Kashmir,2022,1,udhampur,729905,1568037829.8497903
2639,Jammu & Kashmir,2022,1,anantnag,728868,1032527025.5719062
2640,Jammu & Kashmir,2022,1,budgam,718312,1319712135.4938064
2641,Jammu & Kashmir,2022,1,kupwara,654488,1300783254.8105648
2642,Jammu & Kashmir,2022,1,kathua,608852,1177353985.5858088
2643,Jammu & Kashmir,2022,1,samba,588078,1229539785.5198188
2644,Jammu & Kashmir,2022,1,pulwama,508605,1004677770.5886712
2645,Jammu & Kashmir,2022,2,jammu,7441002,14880950856.224466
2646,Jammu & Kashmir,2022,2,srinagar,4660647,9640282801.134441
2647,Jammu & Kashmir,2022,2,baramulla,1226879,2154959862.6085277
2648,Jammu & Kashmir,2022,2,anantnag,1214291,1884518051.065606
2649,Jammu & Kashmir,2022,2,budgam,1052343,1977187447.21696
2650,Jammu & Kashmir,2022,2,kupwara,975579,1819041252.88245
2651,Jammu & Kashmir,2022,2,udhampur,947548,1877648827.461425
2652,Jammu & Kashmir,2022,2,kathua,817009,1514113031.121934
2653,Jammu & Kashmir,2022,2,pulwama,790442,1527002272.083313
2654,Jammu & Kashmir,2022,2,samba,783532,1573110669.1012697
2655,Jammu & Kashmir,2022,3,jammu,7526503,13607597636.170393
2656,Jammu & Kashmir,2022,3,srinagar,2447805,4804161643.106109
