,State,Year,Quater,District,Registered_Users
6485,Tripura,2019,1,gomati,16370
6486,Tripura,2019,1,north tripura,15986
6487,Tripura,2019,1,dhalai,13219
6488,Tripura,2019,1,khowai,11327
6489,Tripura,2019,1,unakoti,8750
6490,Tripura,2019,2,west tripura,93241
6491,Tripura,2019,2,south tripura,23743
6492,Tripura,2019,2,sepahijala,21673
6493,Tripura,2019,2,north tripura,19505
6494,Tripura,2019,2,gomati,19437
6495,Tripura,2019,2,dhalai,15893
6496,Tripura,2019,2,khowai,13523
6497,Tripura,2019,2,unakoti,10629
6498,Tripura,2019,3,west tripura,104949
6499,Tripura,2019,3,south tripura,26573
6500,Tripura,2019,3,sepahijala,24332
6501,Tripura,2019,3,north tripura,22522
6502,Tripura,2019,3,gomati,21722
6503,Tripura,2019,3,dhalai,18140
6504,Tripura,2019,3,khowai,15092
6505,Tripura,2019,3,unakoti,12126
6506,Tripura,2019,4,west tripura,114108
6507,Tripura,2019,4,south tripura,29753
6508,Tripura,2019,4,sepahijala,27322
6509,Tripura,2019,4,north tripura,25703
6510,Tripura,2019,4,gomati,24160
6511,Tripura,2019,4,dhalai,20609
6512,Tripura,2019,4,khowai,16819
6513,Tripura,2019,4,unakoti,13824
6514,Tripura,2020,1,west tripura,124538
6515,Tripura,2020,1,south tripura,32716
6516,Tripura,2020,1,sepahijala,30379
6517,Tripura,2020,1,north tripura,28648
6518,Tripura,2020,1,gomati,26688
6519,Tripura,2020,1,dhalai,22808
6520,Tripura,2020,1,khowai,18592
6521,Tripura,2020,1,unakoti,15593
6522,Tripura,2020,2,west tripura,137156
6523,Tripura,2020,2,south tripura,36522
6524,Tripura,2020,2,sepahijala,35017
6525,Tripura,2020,2,north tripura,32851
6526,Tripura,2020,2,gomati,30323
6527,Tripura,2020,2,dhalai,26043
6528,Tripura,2020,2,khowai,20922
6529,Tripura,2020,2,unakoti,17832
6530,Tripura,2020,3,west tripura,151432
6531,Tripura,2020,3,south tripura,40797
6532,Tripura,2020,3,sepahijala,39970
6533,Tripura,2020,3,north tripura,37284
6534,Tripura,2020,3,gomati,34073
6535,Tripura,2020,3,dhalai,29515
6536,Tripura,2020,3,khowai,23565
6537,Tripura,2020,3,unakoti,20095
6538,Tripura,2020,4,west tripura,163752
6539,Tripura,2020,4,south tripura,43899
6540,Tripura,2020,4,sepahijala,43722
6541,Tripura,2020,4,north tripura,40886
6542,Tripura,2020,4,gomati,37129
6543,Tripura,2020,4,dhalai,32210
6544,Tripura,2020,4,khowai,25507
6545,Tripura,2020,4,unakoti,22005
6546,Tripura,2021,1,west tripura,175841
6547,Tripura,2021,1,south tripura,47052
6548,Tripura,2021,1,sepahijala,46925
6549,Tripura,2021,1,north tripura,44051
6550,Tripura,2021,1,gomati,39920
6551,Tripura,2021,1,dhalai,34747
6552,Tripura,2021,1,khowai,27361
6553,Tripura,2021,1,unakoti,23739
6554,Tripura,2021,2,west tripura,188123
6555,Tripura,2021,2,sepahijala,50606
6556,Tripura,2021,2,south tripura,50556
6557,Tripura,2021,2,north tripura,47392
6558,Tripura,2021,2,gomati,42972
6559,Tripura,2021,2,dhalai,37460
6560,Tripura,2021,2,khowai,29432
6561,Tripura,2021,2,unakoti,25612
6562,Tripura,2021,3,west tripura,202122
6563,Tripura,2021,3,sepahijala,54797
6564,Tripura,2021,3,south tripura,54747
6565,Tripura,2021,3,north tripura,51321
6566,Tripura,2021,3,gomati,46535
6567,Tripura,2021,3,dhalai,40679
6568,Tripura,2021,3,khowai,31900
6569,Tripura,2021,3,unakoti,27828
6570,Tripura,2021,4,west tripura,215860
6571,Tripura,2021,4,sepahijala,58818
6572,Tripura,2021,4,south tripura,58777
6573,Tripura,2021,4,north tripura,55009
6574,Tripura,2021,4,gomati,49981
6575,Tripura,2021,4,dhalai,43705
6576,Tripura,2021,4,khowai,34253
6577,Tripura,2021,4,unakoti,29889
6578,Tripura,2022,1,west tripura,229161
6579,Tripura,2022,1,sepahijala,62906
6580,Tripura,2022,1,south tripura,62764
6581,Tripura,2022,1,north tripura,58694
6582,Tripura,2022,1,gomati,53356
6583,Tripura,2022,1,dhalai,46680
6584,Tripura,2022,1,khowai,36592
6585,Tripura,2022,1,unakoti,31971
6586,Tripura,2022,2,west tripura,242041
6587,Tripura,2022,2,sepahijala,66602
6588,Tripura,2022,2,south tripura,66478
6589,Tripura,2022,2,north tripura,62140
6590,Tripura,2022,2,gomati,56510
6591,Tripura,2022,2,dhalai,49424
6592,Tripura,2022,2,khowai,38683
6593,Tripura,2022,2,unakoti,33904
6594,Tripura,2022,3,west tripura,255161
6595,Tripura,2022,3,sepahijala,70255
6596,Tripura,2022,3,south tripura,70107
6597,Tripura,2022,3,north tripura,65452
6598,Tripura,2022,3,gomati,59506
6599,Tripura,2022,3,dhalai,52074
6600,Tripura,2022,3,khowai,40758
6601,Tripura,2022,3,unakoti,35830
6602,Tripura,2022,4,west tripura,267713
6603,Tripura,2022,4,sepahijala,73240
6604,Tripura,2022,4,south tripura,73117
6605,Tripura,2022,4,north tripura,68352
6606,Tripura,2022,4,gomati,62115
6607,Tripura,2022,4,dhalai,54280
6608,Tripura,2022,4,khowai,42490
6609,Tripura,2022,4,unakoti,37434
6610,Tripura,2023,1,west tripura,280021
6611,Tripura,2023,1,sepahijala,76900
6612,Tripura,2023,1,south tripura,76631
6613,Tripura,2023,1,north tripura,71616
6614,Tripura,2023,1,gomati,65137
6615,Tripura,2023,1,dhalai,56918
6616,Tripura,2023,1,khowai,44453
6617,Tripura,2023,1,unakoti,39208
6618,Tripura,2023,2,west tripura,291531
6619,Tripura,2023,2,sepahijala,80758
6620,Tripura,2023,2,south tripura,80248
6621,Tripura,2023,2,north tripura,74840
6622,Tripura,2023,2,gomati,68250
6623,Tripura,2023,2,dhalai,59728
6624,Tripura,2023,2,khowai,46636
6625,Tripura,2023,2,unakoti,41033
6626,Tripura,2023,3,west tripura,303494
6627,Tripura,2023,3,sepahijala,84329
6628,Tripura,2023,3,south tripura,83713
6629,Tripura,2023,3,north tripura,78079
6630,Tripura,2023,3,gomati,71255
6631,Tripura,2023,3,dhalai,62353
6632,Tripura,2023,3,khowai,48652
6633,Tripura,2023,3,unakoti,42803
6634,Tripura,2023,4,west tripura,315337
6635,Tripura,2023,4,sepahijala,87910
6636,Tripura,2023,4,south tripura,87397
6637,Tripura,2023,4,north tripura,81280
6638,Tripura,2023,4,gomati,74242
6639,Tripura,2023,4,dhalai,64896
6640,Tripura,2023,4,khowai,50673
6641,Tripura,2023,4,unakoti,44609
6642,Tripura,2024,1,west tripura,328332
6643,Tripura,2024,1,sepahijala,92008
6644,Tripura,2024,1,south tripura,91509
6645,Tripura,2024,1,north tripura,84974
6646,Tripura,2024,1,gomati,77781
6647,Tripura,2024,1,dhalai,67846
6648,Tripura,2024,1,khowai,53079
6649,Tripura,2024,1,unakoti,46606
6650,Uttar Pradesh,2018,1,gautam buddha nagar,448768
6651,Uttar Pradesh,2018,1,lucknow,380070
6652,Uttar Pradesh,2018,1,ghaziabad,329683
6653,Uttar Pradesh,2018,1,prayagraj,220198
6654,Uttar Pradesh,2018,1,kanpur nagar,208389
6655,Uttar Pradesh,2018,1,varanasi,206788
6656,Uttar Pradesh,2018,1,agra,148387
6657,Uttar Pradesh,2018,1,gorakhpur,132769
6658,Uttar Pradesh,2018,1,meerut,123619
6659,Uttar Pradesh,2018,1,bareilly,112369
6660,Uttar Pradesh,2018,2,gautam buddha nagar,586350
6661,Uttar Pradesh,2018,2,lucknow,506261
6662,Uttar Pradesh,2018,2,ghaziabad,434115
6663,Uttar Pradesh,2018,2,prayagraj,297113
6664,Uttar Pradesh,2018,2,varanasi,288325
6665,Uttar Pradesh,2018,2,kanpur nagar,285101
6666,Uttar Pradesh,2018,2,agra,205298
6667,Uttar Pradesh,2018,2,gorakhpur,181126
6668,Uttar Pradesh,2018,2,meerut,167212
6669,Uttar Pradesh,2018,2,bareilly,152939
6670,Uttar Pradesh,2018,3,gautam buddha nagar,727480
6671,Uttar Pradesh,2018,3,lucknow,620328
6672,Uttar Pradesh,2018,3,ghaziabad,538532
6673,Uttar Pradesh,2018,3,prayagraj,363743
6674,Uttar Pradesh,2018,3,varanasi,352604
6675,Uttar Pradesh,2018,3,kanpur nagar,349250
6676,Uttar Pradesh,2018,3,agra,257453
6677,Uttar Pradesh,2018,3,gorakhpur,224409
6678,Uttar Pradesh,2018,3,meerut,205977
6679,Uttar Pradesh,2018,3,bareilly,187467
6680,Uttar Pradesh,2018,4,gautam buddha nagar,951342
6681,Uttar Pradesh,2018,4,lucknow,765152
6682,Uttar Pradesh,2018,4,ghaziabad,713372
6683,Uttar Pradesh,2018,4,prayagraj,451019
6684,Uttar Pradesh,2018,4,varanasi,447144
6685,Uttar Pradesh,2018,4,kanpur nagar,434315
6686,Uttar Pradesh,2018,4,agra,322749
6687,Uttar Pradesh,2018,4,gorakhpur,279761
6688,Uttar Pradesh,2018,4,meerut,258843
6689,Uttar Pradesh,2018,4,bareilly,233073
6690,Uttar Pradesh,2019,1,gautam buddha nagar,1143614
6691,Uttar Pradesh,2019,1,lucknow,896208
6692,Uttar Pradesh,2019,1,ghaziabad,859583
6693,Uttar Pradesh,2019,1,prayagraj,532230
6694,Uttar Pradesh,2019,1,varanasi,524667
6695,Uttar Pradesh,2019,1,kanpur nagar,511583
6696,Uttar Pradesh,2019,1,agra,392222
6697,Uttar Pradesh,2019,1,gorakhpur,336196
6698,Uttar Pradesh,2019,1,meerut,311930
6699,Uttar Pradesh,2019,1,bareilly,279714
6700,Uttar Pradesh,2019,2,gautam buddha nagar,1282816
6701,Uttar Pradesh,2019,2,lucknow,1011470
6702,Uttar Pradesh,2019,2,ghaziabad,975605
6703,Uttar Pradesh,2019,2,prayagraj,602739
6704,Uttar Pradesh,2019,2,kanpur nagar,585796
6705,Uttar Pradesh,2019,2,varanasi,583444
6706,Uttar Pradesh,2019,2,agra,461224
6707,Uttar Pradesh,2019,2,gorakhpur,387961
6708,Uttar Pradesh,2019,2,meerut,361091
6709,Uttar Pradesh,2019,2,bareilly,318597
6710,Uttar Pradesh,2019,3,gautam buddha nagar,1415905
6711,Uttar Pradesh,2019,3,lucknow,1124832
6712,Uttar Pradesh,2019,3,ghaziabad,1088568
6713,Uttar Pradesh,2019,3,prayagraj,667277
6714,Uttar Pradesh,2019,3,kanpur nagar,655175
6715,Uttar Pradesh,2019,3,varanasi,639586
6716,Uttar Pradesh,2019,3,agra,530228
6717,Uttar Pradesh,2019,3,gorakhpur,434172
6718,Uttar Pradesh,2019,3,meerut,408972
6719,Uttar Pradesh,2019,3,bareilly,356146
6720,Uttar Pradesh,2019,4,gautam buddha nagar,1537791
6721,Uttar Pradesh,2019,4,lucknow,1221681
6722,Uttar Pradesh,2019,4,ghaziabad,1189357
6723,Uttar Pradesh,2019,4,prayagraj,738307
6724,Uttar Pradesh,2019,4,kanpur nagar,718251
6725,Uttar Pradesh,2019,4,varanasi,706509
6726,Uttar Pradesh,2019,4,agra,593453
6727,Uttar Pradesh,2019,4,gorakhpur,483523
6728,Uttar Pradesh,2019,4,meerut,455353
6729,Uttar Pradesh,2019,4,bareilly,398897
6730,Uttar Pradesh,2020,1,gautam buddha nagar,1656331
6731,Uttar Pradesh,2020,1,lucknow,1329098
6732,Uttar Pradesh,2020,1,ghaziabad,1296464
6733,Uttar Pradesh,2020,1,prayagraj,816436
6734,Uttar Pradesh,2020,1,kanpur nagar,788847
6735,Uttar Pradesh,2020,1,varanasi,777234
6736,Uttar Pradesh,2020,1,agra,668251
6737,Uttar Pradesh,2020,1,gorakhpur,539316
6738,Uttar Pradesh,2020,1,meerut,509693
6739,Uttar Pradesh,2020,1,bareilly,452872
6740,Uttar Pradesh,2020,2,gautam buddha nagar,1756163
6741,Uttar Pradesh,2020,2,lucknow,1434386
6742,Uttar Pradesh,2020,2,ghaziabad,1399514
6743,Uttar Pradesh,2020,2,prayagraj,892787
6744,Uttar Pradesh,2020,2,kanpur nagar,864991
6745,Uttar Pradesh,2020,2,varanasi,851213
6746,Uttar Pradesh,2020,2,agra,746336
6747,Uttar Pradesh,2020,2,gorakhpur,600961
6748,Uttar Pradesh,2020,2,meerut,566838
6749,Uttar Pradesh,2020,2,bareilly,507342
6750,Uttar Pradesh,2020,3,gautam buddha nagar,1885370
6751,Uttar Pradesh,2020,3,lucknow,1551932
6752,Uttar Pradesh,2020,3,ghaziabad,1518450
6753,Uttar Pradesh,2020,3,prayagraj,974228
6754,Uttar Pradesh,2020,3,kanpur nagar,941379
6755,Uttar Pradesh,2020,3,varanasi,927313
6756,Uttar Pradesh,2020,3,agra,822893
6757,Uttar Pradesh,2020,3,gorakhpur,661272
6758,Uttar Pradesh,2020,3,meerut,624570
6759,Uttar Pradesh,2020,3,bareilly,558821
6760,Uttar Pradesh,2020,4,gautam buddha nagar,2030178
6761,Uttar Pradesh,2020,4,lucknow,1684510
6762,Uttar Pradesh,2020,4,ghaziabad,1647330
6763,Uttar Pradesh,2020,4,prayagraj,1059982
6764,Uttar Pradesh,2020,4,kanpur nagar,1022768
6765,Uttar Pradesh,2020,4,varanasi,1003989
6766,Uttar Pradesh,2020,4,agra,900497
6767,Uttar Pradesh,2020,4,gorakhpur,722618
6768,Uttar Pradesh,2020,4,meerut,686266
6769,Uttar Pradesh,2020,4,bareilly,611236
6770,Uttar Pradesh,2021,1,gautam buddha nagar,2181874
6771,Uttar Pradesh,2021,1,lucknow,1813076
6772,Uttar Pradesh,2021,1,ghaziabad,1773332
6773,Uttar Pradesh,2021,1,prayagraj,1143612
6774,Uttar Pradesh,2021,1,kanpur nagar,1100587
6775,Uttar Pradesh,2021,1,varanasi,1079309
6776,Uttar Pradesh,2021,1,agra,974389
6777,Uttar Pradesh,2021,1,gorakhpur,780306
6778,Uttar Pradesh,2021,1,meerut,741901
6779,Uttar Pradesh,2021,1,bareilly,662143
6780,Uttar Pradesh,2021,2,gautam buddha nagar,2329954
6781,Uttar Pradesh,2021,2,lucknow,1937173
6782,Uttar Pradesh,2021,2,ghaziabad,1895314
6783,Uttar Pradesh,2021,2,prayagraj,1225800
6784,Uttar Pradesh,2021,2,kanpur nagar,1176708
6785,Uttar Pradesh,2021,2,varanasi,1154661
6786,Uttar Pradesh,2021,2,agra,1044788
6787,Uttar Pradesh,2021,2,gorakhpur,835887
6788,Uttar Pradesh,2021,2,meerut,794314
6789,Uttar Pradesh,2021,2,bareilly,710778
6790,Uttar Pradesh,2021,3,gautam buddha nagar,2496114
6791,Uttar Pradesh,2021,3,lucknow,2076033
6792,Uttar Pradesh,2021,3,ghaziabad,2031752
6793,Uttar Pradesh,2021,3,prayagraj,1320432
6794,Uttar Pradesh,2021,3,kanpur nagar,1263050
6795,Uttar Pradesh,2021,3,varanasi,1239725
6796,Uttar Pradesh,2021,3,agra,1124720
6797,Uttar Pradesh,2021,3,gorakhpur,900171
6798,Uttar Pradesh,2021,3,meerut,853246
6799,Uttar Pradesh,2021,3,bareilly,766809
6800,Uttar Pradesh,2021,4,gautam buddha nagar,2664034
6801,Uttar Pradesh,2021,4,lucknow,2215886
6802,Uttar Pradesh,2021,4,ghaziabad,2169109
6803,Uttar Pradesh,2021,4,prayagraj,1414447
6804,Uttar Pradesh,2021,4,kanpur nagar,1349794
6805,Uttar Pradesh,2021,4,varanasi,1325315
6806,Uttar Pradesh,2021,4,agra,1204274
6807,Uttar Pradesh,2021,4,gorakhpur,964667
6808,Uttar Pradesh,2021,4,meerut,911852
6809,Uttar Pradesh,2021,4,bareilly,821986
6810,Uttar Pradesh,2022,1,gautam buddha nagar,2822463
6811,Uttar Pradesh,2022,1,lucknow,2348173
6812,Uttar Pradesh,2022,1,ghaziabad,2298103
6813,Uttar Pradesh,2022,1,prayagraj,1504572
6814,Uttar Pradesh,2022,1,kanpur nagar,1431918
6815,Uttar Pradesh,2022,1,varanasi,1406056
6816,Uttar Pradesh,2022,1,agra,1279852
6817,Uttar Pradesh,2022,1,gorakhpur,1027283
6818,Uttar Pradesh,2022,1,meerut,967325
6819,Uttar Pradesh,2022,1,bareilly,875033
6820,Uttar Pradesh,2022,2,gautam buddha nagar,2973360
6821,Uttar Pradesh,2022,2,lucknow,2474317
6822,Uttar Pradesh,2022,2,ghaziabad,2421605
6823,Uttar Pradesh,2022,2,prayagraj,1590032
6824,Uttar Pradesh,2022,2,kanpur nagar,1510491
6825,Uttar Pradesh,2022,2,varanasi,1483315
6826,Uttar Pradesh,2022,2,agra,1351856
6827,Uttar Pradesh,2022,2,gorakhpur,1086399
6828,Uttar Pradesh,2022,2,meerut,1020429
6829,Uttar Pradesh,2022,2,bareilly,925536
6830,Uttar Pradesh,2022,3,gautam buddha nagar,3130224
6831,Uttar Pradesh,2022,3,lucknow,2604663
6832,Uttar Pradesh,2022,3,ghaziabad,2549377
6833,Uttar Pradesh,2022,3,prayagraj,1678668
6834,Uttar Pradesh,2022,3,kanpur nagar,1592126
6835,Uttar Pradesh,2022,3,varanasi,1563730
6836,Uttar Pradesh,2022,3,agra,1426154
6837,Uttar Pradesh,2022,3,gorakhpur,1148103
6838,Uttar Pradesh,2022,3,meerut,1075255
6839,Uttar Pradesh,2022,3,bareilly,977218
6840,Uttar Pradesh,2022,4,gautam buddha nagar,3286371
6841,Uttar Pradesh,2022,4,lucknow,2734333
6842,Uttar Pradesh,2022,4,ghaziabad,2676888
6843,Uttar Pradesh,2022,4,prayagraj,1763014
6844,Uttar Pradesh,2022,4,kanpur nagar,1673173
6845,Uttar Pradesh,2022,4,varanasi,1641943
6846,Uttar Pradesh,2022,4,agra,1497144
6847,Uttar Pradesh,2022,4,gorakhpur,1205580
6848,Uttar Pradesh,2022,4,meerut,1127324
6849,Uttar Pradesh,2022,4,bareilly,1025341
6850,Uttar Pradesh,2023,1,gautam buddha nagar,3434422
6851,Uttar Pradesh,2023,1,lucknow,2858255
6852,Uttar Pradesh,2023,1,ghaziabad,2798185
6853,Uttar Pradesh,2023,1,prayagraj,1847496
6854,Uttar Pradesh,2023,1,kanpur nagar,1751281
6855,Uttar Pradesh,2023,1,varanasi,1718122
6856,Uttar Pradesh,2023,1,agra,1567104
6857,Uttar Pradesh,2023,1,gorakhpur,1263672
6858,Uttar Pradesh,2023,1,meerut,1178230
6859,Uttar Pradesh,2023,1,bareilly,1073906
6860,Uttar Pradesh,2023,2,gautam buddha nagar,3562632
6861,Uttar Pradesh,2023,2,lucknow,2965623
6862,Uttar Pradesh,2023,2,ghaziabad,2904454
6863,Uttar Pradesh,2023,2,prayagraj,1923415
6864,Uttar Pradesh,2023,2,kanpur nagar,1819802
6865,Uttar Pradesh,2023,2,varanasi,1786176
6866,Uttar Pradesh,2023,2,agra,1630258
6867,Uttar Pradesh,2023,2,gorakhpur,1315842
6868,Uttar Pradesh,2023,2,meerut,1224499
6869,Uttar Pradesh,2023,2,bareilly,1119305
6870,Uttar Pradesh,2023,3,gautam buddha nagar,3694806
6871,Uttar Pradesh,2023,3,lucknow,3079592
6872,Uttar Pradesh,2023,3,ghaziabad,3015494
6873,Uttar Pradesh,2023,3,prayagraj,2002831
6874,Uttar Pradesh,2023,3,kanpur nagar,1892032
6875,Uttar Pradesh,2023,3,varanasi,1857307
6876,Uttar Pradesh,2023,3,agra,1696452
6877,Uttar Pradesh,2023,3,gorakhpur,1370080
6878,Uttar Pradesh,2023,3,meerut,1272850
6879,Uttar Pradesh,2023,3,bareilly,1164885
6880,Uttar Pradesh,2023,4,gautam buddha nagar,3820774
6881,Uttar Pradesh,2023,4,lucknow,3186571
6882,Uttar Pradesh,2023,4,ghaziabad,3120359
6883,Uttar Pradesh,2023,4,prayagraj,2077118
6884,Uttar Pradesh,2023,4,kanpur nagar,1960237
6885,Uttar Pradesh,2023,4,varanasi,1924417
6886,Uttar Pradesh,2023,4,agra,1757237
6887,Uttar Pradesh,2023,4,gorakhpur,1422116
6888,Uttar Pradesh,2023,4,meerut,1317753
6889,Uttar Pradesh,2023,4,bareilly,1207371
6890,Uttar Pradesh,2024,1,gautam buddha nagar,3965080
6891,Uttar Pradesh,2024,1,lucknow,3309599
6892,Uttar Pradesh,2024,1,ghaziabad,3240845
6893,Uttar Pradesh,2024,1,prayagraj,2163437
6894,Uttar Pradesh,2024,1,kanpur nagar,2038863
6895,Uttar Pradesh,2024,1,varanasi,2000419
6896,Uttar Pradesh,2024,1,agra,1827812
6897,Uttar Pradesh,2024,1,gorakhpur,1482201
6898,Uttar Pradesh,2024,1,meerut,1369150
6899,Uttar Pradesh,2024,1,bareilly,1256323
6900,Uttarakhand,2018,1,dehradun,147998
6901,Uttarakhand,2018,1,haridwar,104823
6902,Uttarakhand,2018,1,udham singh nagar,100236
6903,Uttarakhand,2018,1,nainital,49083
6904,Uttarakhand,2018,1,pauri garhwal,20425
6905,Uttarakhand,2018,1,tehri garhwal,13030
6906,Uttarakhand,2018,1,almora,11367
6907,Uttarakhand,2018,1,pithoragarh,8836
6908,Uttarakhand,2018,1,chamoli,7493
6909,Uttarakhand,2018,1,uttarkashi,5816
6910,Uttarakhand,2018,2,dehradun,198296
6911,Uttarakhand,2018,2,haridwar,140718
6912,Uttarakhand,2018,2,udham singh nagar,132549
6913,Uttarakhand,2018,2,nainital,65142
6914,Uttarakhand,2018,2,pauri garhwal,28153
6915,Uttarakhand,2018,2,tehri garhwal,18021
6916,Uttarakhand,2018,2,almora,15473
6917,Uttarakhand,2018,2,pithoragarh,12486
6918,Uttarakhand,2018,2,chamoli,10502
6919,Uttarakhand,2018,2,uttarkashi,8227
6920,Uttarakhand,2018,3,dehradun,246477
6921,Uttarakhand,2018,3,haridwar,174526
6922,Uttarakhand,2018,3,udham singh nagar,162754
6923,Uttarakhand,2018,3,nainital,79936
6924,Uttarakhand,2018,3,pauri garhwal,36059
6925,Uttarakhand,2018,3,tehri garhwal,23575
6926,Uttarakhand,2018,3,almora,20152
6927,Uttarakhand,2018,3,pithoragarh,16483
6928,Uttarakhand,2018,3,chamoli,14112
6929,Uttarakhand,2018,3,uttarkashi,10793
6930,Uttarakhand,2018,4,dehradun,306969
6931,Uttarakhand,2018,4,haridwar,217634
6932,Uttarakhand,2018,4,udham singh nagar,200079
6933,Uttarakhand,2018,4,nainital,98591
6934,Uttarakhand,2018,4,pauri garhwal,45898
6935,Uttarakhand,2018,4,tehri garhwal,30089
6936,Uttarakhand,2018,4,almora,26282
6937,Uttarakhand,2018,4,pithoragarh,21378
6938,Uttarakhand,2018,4,chamoli,18391
6939,Uttarakhand,2018,4,uttarkashi,14114
6940,Uttarakhand,2019,1,dehradun,369578
6941,Uttarakhand,2019,1,haridwar,262411
6942,Uttarakhand,2019,1,udham singh nagar,238514
6943,Uttarakhand,2019,1,nainital,118824
6944,Uttarakhand,2019,1,pauri garhwal,56173
6945,Uttarakhand,2019,1,tehri garhwal,37689
6946,Uttarakhand,2019,1,almora,33092
6947,Uttarakhand,2019,1,pithoragarh,26621
6948,Uttarakhand,2019,1,chamoli,23274
6949,Uttarakhand,2019,1,uttarkashi,17873
6950,Uttarakhand,2019,2,dehradun,428353
6951,Uttarakhand,2019,2,haridwar,299436
6952,Uttarakhand,2019,2,udham singh nagar,266958
6953,Uttarakhand,2019,2,nainital,137114
6954,Uttarakhand,2019,2,pauri garhwal,65607
6955,Uttarakhand,2019,2,tehri garhwal,45652
6956,Uttarakhand,2019,2,almora,39593
6957,Uttarakhand,2019,2,pithoragarh,32308
6958,Uttarakhand,2019,2,chamoli,28063
6959,Uttarakhand,2019,2,uttarkashi,21969
6960,Uttarakhand,2019,3,dehradun,486157
6961,Uttarakhand,2019,3,haridwar,334619
6962,Uttarakhand,2019,3,udham singh nagar,292858
6963,Uttarakhand,2019,3,nainital,153561
6964,Uttarakhand,2019,3,pauri garhwal,73363
6965,Uttarakhand,2019,3,tehri garhwal,52090
6966,Uttarakhand,2019,3,almora,44182
6967,Uttarakhand,2019,3,pithoragarh,36353
6968,Uttarakhand,2019,3,chamoli,32036
6969,Uttarakhand,2019,3,uttarkashi,25151
6970,Uttarakhand,2019,4,dehradun,537026
6971,Uttarakhand,2019,4,haridwar,368737
6972,Uttarakhand,2019,4,udham singh nagar,319839
6973,Uttarakhand,2019,4,nainital,169212
6974,Uttarakhand,2019,4,pauri garhwal,81489
6975,Uttarakhand,2019,4,tehri garhwal,58542
6976,Uttarakhand,2019,4,almora,49664
6977,Uttarakhand,2019,4,pithoragarh,40980
6978,Uttarakhand,2019,4,chamoli,35948
6979,Uttarakhand,2019,4,uttarkashi,28653
6980,Uttarakhand,2020,1,dehradun,593420
6981,Uttarakhand,2020,1,haridwar,408768
6982,Uttarakhand,2020,1,udham singh nagar,351112
6983,Uttarakhand,2020,1,nainital,186948
6984,Uttarakhand,2020,1,pauri garhwal,90270
6985,Uttarakhand,2020,1,tehri garhwal,66293
6986,Uttarakhand,2020,1,almora,55964
6987,Uttarakhand,2020,1,pithoragarh,46554
